Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1786,Johan Mojica\608f2092,co COL,DF,Elche,es La Liga,29-257,1992,30.7,44.2,58.0,76.2,823.7,363.7,21.4,23.6,90.5,16.1,19.3,83.1,5.99,12.0,50.1,0.16,0.15,0.02,1.01,2.31,1.47,0.85,3.62,Matches
1787,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,de Bundesliga,21-051,2001,1.3,84.6,92.3,91.7,1779.2,400.0,24.6,27.7,88.9,48.5,50.8,95.5,11.5,13.8,83.3,0.00,0.00,0.00,0.00,3.08,0.00,0.00,3.85,Matches
1788,Jorge Molina\43f71e77,es ESP,FW,Granada,es La Liga,40-013,1982,18.5,15.9,24.3,65.6,235.4,63.7,9.78,13.4,73.3,4.81,7.30,65.9,0.97,1.95,50.0,0.22,0.15,0.06,1.35,1.41,0.49,0.05,2.00,Matches
1789,Nahuel Molina\23610943,ar ARG,DF,Udinese,it Serie A,24-154,1997,26.6,29.2,41.3,70.8,505.0,217.2,14.4,17.1,84.6,11.0,15.5,71.0,3.08,7.18,42.9,0.04,0.11,-0.07,1.20,2.03,1.62,0.64,3.76,Matches
1790,Cristian Molinaro\1c8c5aed,it ITA,DF,Venezia,it Serie A,38-279,1983,6.1,40.3,53.0,76.2,776.9,391.5,15.7,18.0,87.3,18.5,23.0,80.7,5.74,10.8,53.0,0.16,0.07,0.10,0.82,3.11,0.82,0.49,4.10,Matches
1791,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,fr Ligue 1,30-167,1991,26.5,33.1,41.1,80.5,550.3,144.1,17.2,18.9,90.8,11.1,13.2,84.0,3.40,6.23,54.5,0.08,0.08,-0.00,1.02,2.30,0.87,0.30,2.94,Matches
1792,Jon Moncayola\9939e168,es ESP,MF,Osasuna,es La Liga,23-357,1998,30.2,31.9,41.4,77.1,655.6,168.4,11.8,13.4,87.7,14.0,16.2,86.5,5.66,10.1,56.3,0.10,0.07,0.03,0.99,3.15,0.70,0.26,2.98,Matches
1793,Monchu\8ac501f5,es ESP,MF,Granada,es La Liga,22-234,1999,7.4,38.4,46.5,82.6,737.2,160.4,15.9,17.8,89.4,14.3,17.2,83.5,6.62,9.32,71.0,0.00,0.03,-0.03,0.27,3.92,0.68,0.27,3.92,Matches
1794,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,fr Ligue 1,31-084,1991,23.4,39.7,51.2,77.6,823.8,249.6,15.1,18.4,82.1,16.3,19.7,82.5,7.48,11.2,66.5,0.09,0.12,-0.04,1.24,4.91,0.60,0.13,5.38,Matches
1795,Gonzalo Montiel\374d5158,ar ARG,DF,Sevilla,es La Liga,25-124,1997,10.5,48.1,61.3,78.4,846.3,285.0,21.2,24.0,88.5,22.1,26.5,83.5,4.00,8.10,49.4,0.19,0.11,0.08,0.95,2.67,1.05,0.67,3.71,Matches
1796,Lorenzo Montipò\c1d95617,it ITA,GK,Hellas Verona,it Serie A,26-074,1996,32.0,15.9,28.7,55.5,595.4,400.0,1.94,1.94,100.0,4.97,5.22,95.2,8.84,21.3,41.4,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,Matches
1797,Ángel Montoro\719384c1,es ESP,MF,Granada,es La Liga,33-314,1988,14.8,33.7,44.8,75.3,743.4,233.6,10.7,12.8,83.7,15.0,17.5,85.7,7.23,12.8,56.3,0.07,0.11,-0.04,1.55,3.78,0.74,0.14,3.85,Matches
1798,Martín Montoya\5cec2487,es ESP,DF,Betis,es La Liga,31-021,1991,5.8,44.1,54.0,81.8,739.8,239.7,22.8,26.0,87.4,17.4,21.0,82.8,3.10,5.52,56.3,0.17,0.19,-0.02,0.52,3.45,0.86,0.34,2.76,Matches
1799,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,eng Premier League,25-160,1996,0.0,2,2,100.0,19,10,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
1800,Álvaro Morata\129af0db,es ESP,FW,Juventus,it Serie A,29-194,1992,24.7,20.0,26.5,75.7,332.8,54.2,10.4,13.2,79.1,7.21,8.74,82.4,1.82,2.75,66.2,0.08,0.19,-0.11,1.66,1.13,0.69,0.20,1.58,Matches
1801,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,de Bundesliga,32-185,1989,5.2,25.2,35.4,71.2,434.8,106.3,13.1,16.0,81.9,5.96,8.65,68.9,4.04,7.31,55.3,0.00,0.12,-0.12,1.35,1.73,0.58,0.00,2.88,Matches
1802,Jon Morcillo\b7d7f3bf,es ESP,MF,Athletic Club,es La Liga,23-232,1998,0.6,33.3,56.7,58.8,455.0,125.0,21.7,26.7,81.3,11.7,16.7,70.0,0.00,10.0,0.0,0.00,0.00,0.00,0.00,1.67,0.00,0.00,3.33,Matches
1803,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,fr Ligue 1,38-033,1984,3.7,34.1,41.6,81.8,730.0,249.2,9.19,9.73,94.4,18.4,21.1,87.2,6.22,10.5,59.0,0.00,0.03,-0.03,0.27,1.62,0.00,0.00,1.62,Matches
1804,Alberto Moreno\11b9265b,es ESP,MFDF,Villarreal,es La Liga,29-304,1992,13.6,36.8,45.8,80.3,645.8,170.0,16.8,19.6,85.8,15.4,18.1,85.0,3.90,6.47,60.2,0.15,0.15,0.00,1.40,1.84,1.62,0.51,2.79,Matches
1805,Álex Moreno\16e9d0ea,es ESP,DF,Betis,es La Liga,28-331,1993,22.9,39.0,52.8,74.0,642.8,259.0,20.2,22.8,88.7,15.2,20.4,74.5,2.84,6.77,41.9,0.13,0.08,0.05,0.92,2.23,1.22,0.52,3.28,Matches
1806,Gerard Moreno\81f0781e,es ESP,FW,Villarreal,es La Liga,30-028,1992,13.2,24.5,35.8,68.4,461.5,128.6,11.3,14.8,76.4,8.71,12.2,71.4,3.94,5.91,66.7,0.23,0.35,-0.12,2.20,2.88,1.89,0.30,4.47,Matches
1807,Tete Morente\004d185e,es ESP,MF,Elche,es La Liga,25-152,1996,16.0,22.4,32.0,70.1,361.3,108.9,13.1,15.7,83.7,6.88,10.0,68.8,2.06,4.13,50.0,0.19,0.13,0.06,0.94,1.63,1.13,0.63,2.69,Matches
1808,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,de Bundesliga,19-106,2003,0.4,42.5,50.0,85.0,702.5,165.0,27.5,30.0,91.7,10.0,15.0,66.7,5.00,5.00,100.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,Matches
1809,Ilaix Moriba\f4c69aa6,gn GUI,MF,Valencia,es La Liga,19-106,2003,5.4,21.7,29.4,73.6,389.8,112.8,11.3,14.3,79.2,7.96,10.2,78.2,2.04,3.89,52.4,0.00,0.04,-0.04,0.37,2.41,0.56,0.19,2.22,Matches
1810,Manu Morlanes\a0255c67,es ESP,MF,Espanyol,es La Liga,23-113,1999,12.2,44.3,50.8,87.1,772.4,243.9,20.3,21.7,93.6,18.7,20.2,92.3,4.43,7.13,62.1,0.00,0.02,-0.02,0.41,4.84,0.49,0.16,4.75,Matches
1811,Raúl Moro\919dd4b1,es ESP,FW,Lazio,it Serie A,19-151,2002,2.2,34.1,39.5,86.2,505.0,61.4,18.2,20.0,90.9,14.1,16.4,86.1,0.45,0.91,50.0,0.45,0.09,0.36,2.27,0.45,0.91,0.45,1.36,Matches
1812,Loren Morón\3aa4a3be,es ESP,FWMF,Espanyol,es La Liga,28-126,1993,6.3,9.05,15.1,60.0,143.0,25.1,4.92,6.83,72.1,2.54,4.13,61.5,1.11,1.90,58.3,0.00,0.06,-0.06,0.48,0.79,0.16,0.16,0.32,Matches
1813,Loren Morón\3aa4a3be,es ESP,FW,Betis,es La Liga,28-126,1993,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1814,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,eng Premier League,19-186,2002,0.7,45.7,52.9,86.5,837.1,174.3,20.0,21.4,93.3,20.0,21.4,93.3,5.71,8.57,66.7,0.00,0.00,0.00,0.00,11.4,0.00,0.00,4.29,Matches
1815,Cristhian Mosquera\dc1ce4f5,co COL,DF,Valencia,es La Liga,17-312,2004,2.4,27.9,31.7,88.2,601.7,152.5,7.92,8.33,95.0,15.4,17.1,90.2,4.17,5.83,71.4,0.00,0.00,0.00,0.00,3.33,0.00,0.00,2.50,Matches
1816,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,fr Ligue 1,26-097,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1817,Lebo Mothiba\3eaf8817,za RSA,FWMF,Troyes,fr Ligue 1,26-097,1996,5.7,17.9,21.2,84.3,231.9,34.7,11.1,12.1,91.3,4.39,5.26,83.3,0.70,1.23,57.1,0.00,0.16,-0.16,1.23,0.53,0.18,0.18,0.53,Matches
1818,Andrei Motoc\b64073a0,ro ROU,DF,Salernitana,it Serie A,20-124,2002,1.0,18.0,22.0,81.8,482.0,182.0,2.00,2.00,100.0,9.00,9.00,100.0,7.00,11.0,63.6,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,Matches
1819,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,fr Ligue 1,20-220,2001,1.1,22.7,29.1,78.1,350.9,74.5,10.0,10.9,91.7,10.0,10.9,91.7,1.82,5.45,33.3,0.00,0.00,0.00,0.00,1.82,0.91,0.00,1.82,Matches
1820,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,fr Ligue 1,21-026,2001,4.6,42.6,48.7,87.5,790.4,160.4,18.3,20.0,91.3,18.5,20.9,88.5,5.65,7.17,78.8,0.00,0.02,-0.02,0.43,4.35,0.43,0.00,4.13,Matches
1821,Youssoufa Moukoko\6ce43701,de GER,FWMF,Dortmund,de Bundesliga,17-166,2004,2.3,14.8,17.8,82.9,222.6,25.7,6.52,7.83,83.3,5.22,5.65,92.3,1.30,1.74,75.0,0.00,0.04,-0.04,0.87,1.30,0.00,0.00,0.87,Matches
1822,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,fr Ligue 1,24-159,1997,17.1,45.8,50.4,90.9,1040.9,322.2,13.0,14.0,92.9,21.9,23.2,94.5,10.6,12.4,85.4,0.00,0.01,-0.01,0.06,2.57,0.06,0.00,1.87,Matches
1823,Jessy Moulin\28a65a2c,fr FRA,GK,Troyes,fr Ligue 1,36-112,1986,5.0,21.0,33.2,63.3,636.2,337.6,2.40,2.40,100.0,9.00,9.40,95.7,9.20,21.0,43.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1824,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,fr Ligue 1,27-218,1994,23.4,17.9,29.0,61.8,256.8,63.5,10.8,15.4,69.8,5.56,9.79,56.8,0.98,1.92,51.1,0.09,0.05,0.03,0.64,1.92,0.47,0.04,2.22,Matches
1825,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,eng Premier League,23-115,1999,24.3,37.0,47.6,77.7,579.1,175.1,20.6,23.0,89.6,11.6,14.6,79.7,3.09,6.71,46.0,0.37,0.25,0.12,2.22,2.26,1.98,0.37,4.49,Matches
1826,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,eng Premier League,29-265,1992,18.4,28.5,38.0,75.1,434.6,119.1,16.2,18.9,85.9,10.3,13.7,75.0,1.36,3.15,43.1,0.27,0.20,0.08,1.47,2.66,1.41,0.16,3.97,Matches
1827,Lys Mousset\d9cfca3d,fr FRA,FWMF,Salernitana,it Serie A,26-086,1996,1.8,21.7,26.7,81.3,301.1,86.7,13.9,15.6,89.3,7.22,8.89,81.3,0.56,0.56,100.0,0.56,0.11,0.44,1.67,2.22,1.67,0.56,2.22,Matches
1828,João Moutinho\f5a00fa4,pt POR,MF,Wolves,eng Premier League,35-239,1986,29.1,51.6,61.1,84.5,1066.9,214.4,17.6,19.8,88.9,23.6,26.2,90.2,9.45,13.2,71.4,0.03,0.08,-0.04,1.20,4.47,0.55,0.10,4.16,Matches
1829,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,fr Ligue 1,25-266,1996,14.8,36.4,43.0,84.6,637.6,154.6,17.8,19.8,89.8,14.2,16.0,88.6,3.51,4.93,71.2,0.07,0.03,0.04,0.34,2.57,0.47,0.07,1.96,Matches
1830,Toni Moya\9e098912,es ESP,MF,Alavés,es La Liga,24-046,1998,14.8,26.3,38.3,68.6,555.4,162.6,10.3,12.5,82.2,9.86,11.9,83.0,5.61,12.6,44.4,0.07,0.12,-0.05,1.55,2.30,0.54,0.14,2.50,Matches
1831,Samuel Mráz\be6c1ccc,sk SVK,FW,Spezia,it Serie A,24-357,1997,0.6,13.3,18.3,72.7,223.3,21.7,6.67,10.0,66.7,5.00,6.67,75.0,1.67,1.67,100.0,0.00,0.00,0.00,0.00,1.67,0.00,0.00,1.67,Matches
1832,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,de Bundesliga,24-185,1997,19.5,42.1,55.9,75.2,758.8,309.9,19.3,22.8,84.9,17.0,21.6,78.7,5.08,8.51,59.6,0.05,0.07,-0.02,0.51,1.95,1.33,0.36,4.41,Matches
1833,Mert Müldür\1295552e,tr TUR,DF,Sassuolo,it Serie A,23-032,1999,19.9,43.1,53.5,80.6,733.7,319.5,20.8,23.1,90.0,17.6,21.0,84.0,3.92,7.34,53.4,0.00,0.05,-0.05,0.60,3.82,0.95,0.25,4.27,Matches
1834,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,de Bundesliga,24-173,1997,28.0,29.0,34.1,85.0,721.2,369.3,7.36,7.36,100.0,12.9,13.0,98.9,8.25,13.2,62.4,0.00,0.00,0.00,0.00,0.11,0.04,0.00,0.00,Matches
1835,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,de Bundesliga,32-234,1989,26.8,39.4,53.0,74.3,629.9,165.6,21.0,25.1,83.4,14.0,18.6,75.2,3.02,5.82,51.9,0.63,0.39,0.24,2.54,2.69,2.35,0.75,5.00,Matches
1836,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,eng Premier League,20-209,2001,0.5,14.0,20.0,70.0,198.0,72.0,10.0,12.0,83.3,4.00,4.00,100.0,0.00,4.00,0.0,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,Matches
1837,Marshall Munetsi\2acf0cd7,zw ZIM,MFDF,Reims,fr Ligue 1,25-317,1996,17.9,25.4,31.1,81.7,500.3,120.3,10.1,11.7,86.6,10.3,12.2,84.9,4.36,6.20,70.3,0.00,0.01,-0.01,0.22,1.62,0.00,0.00,1.23,Matches
1838,Iker Muniain\c05dfb74,es ESP,MF,Athletic Club,es La Liga,29-137,1992,26.9,40.0,51.0,78.4,690.0,257.3,20.1,22.6,89.3,13.8,16.7,82.8,5.02,9.55,52.5,0.33,0.31,0.03,3.42,3.64,2.49,0.37,6.13,Matches
1839,Aihen Muñoz\228b0d9d,es ESP,DF,Real Sociedad,es La Liga,24-262,1997,14.8,38.8,50.6,76.6,683.6,291.2,17.0,19.3,88.4,18.2,21.6,84.6,2.97,7.43,40.0,0.00,0.03,-0.03,0.41,3.11,0.68,0.27,2.70,Matches
1840,Luis Muriel\eb2fe5b6,co COL,FWMF,Atalanta,it Serie A,31-019,1991,15.5,33.4,45.5,73.4,553.4,159.6,17.0,20.5,83.0,10.1,14.3,71.0,3.94,6.90,57.0,0.45,0.34,0.12,3.55,1.94,2.39,0.52,4.19,Matches
1841,Jeison Murillo\b233e8e4,co COL,DF,Celta Vigo,es La Liga,29-343,1992,12.0,51.8,57.8,89.5,1198.0,297.9,12.8,13.6,94.5,25.6,27.3,93.6,12.8,16.2,79.4,0.00,0.00,0.00,0.08,3.67,0.08,0.00,2.25,Matches
1842,Vedat Muriqi\0cadc46d,xk KVX,FW,Lazio,it Serie A,28-011,1994,2.4,19.2,28.8,66.7,335.0,27.1,7.08,10.0,70.8,10.4,17.1,61.0,1.25,1.25,100.0,0.00,0.00,0.00,0.00,0.42,0.83,0.00,0.83,Matches
1843,Vedat Muriqi\0cadc46d,xk KVX,FW,Mallorca,es La Liga,28-011,1994,12.0,14.8,27.1,54.8,197.4,37.8,9.42,14.4,65.3,3.75,8.50,44.1,0.67,1.92,34.8,0.08,0.04,0.04,0.42,0.75,0.67,0.17,1.33,Matches
1844,Jacob Murphy\de112b84,eng ENG,DFFW,Newcastle Utd,eng Premier League,27-070,1995,15.2,23.0,36.0,63.8,398.1,145.9,11.1,14.3,77.9,8.75,12.2,71.9,2.43,6.32,38.5,0.13,0.12,0.01,1.12,1.64,1.25,0.66,2.24,Matches
1845,Nicola Murru\d183e9d6,it ITA,DF,Sampdoria,it Serie A,27-140,1994,10.9,28.7,43.0,66.7,592.8,262.5,11.5,13.9,82.2,11.2,15.2,73.5,5.69,12.6,45.3,0.00,0.04,-0.04,0.64,2.75,0.83,0.37,3.76,Matches
1846,Yunus Musah\b51b1b9c,us USA,MF,Valencia,es La Liga,19-157,2002,12.8,20.1,27.7,72.4,362.3,93.0,8.83,11.2,79.0,7.58,10.5,72.4,2.58,3.59,71.7,0.00,0.09,-0.09,0.70,1.72,0.47,0.31,2.11,Matches
1847,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,de Bundesliga,22-284,1999,0.1,20.0,20.0,100.0,190.0,0.00,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1848,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,de Bundesliga,19-068,2003,15.3,37.8,45.3,83.5,592.5,141.6,20.7,23.7,87.1,13.9,16.0,86.5,2.68,3.40,78.8,0.33,0.26,0.07,1.70,3.59,1.70,0.00,4.90,Matches
1849,Juan Musso\a111cf41,ar ARG,GK,Atalanta,it Serie A,27-364,1994,29.6,21.6,29.1,74.0,672.3,395.3,3.21,3.28,97.9,9.19,9.29,98.9,9.09,16.4,55.3,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,Matches
1850,Shkodran Mustafi\3f2d59fe,de GER,DF,Levante,es La Liga,30-018,1992,7.3,38.5,49.0,78.5,994.5,301.5,5.62,6.85,82.0,21.1,24.7,85.6,11.6,16.8,69.1,0.00,0.00,0.00,0.00,2.60,0.00,0.00,2.60,Matches
1851,Enock Mwepu\1d5cab82,zm ZAM,MFFW,Brighton,eng Premier League,24-124,1998,10.9,27.4,36.4,75.3,423.8,90.2,14.9,18.1,82.2,9.45,11.4,83.1,2.11,4.22,50.0,0.37,0.13,0.24,0.73,1.10,0.28,0.00,1.74,Matches
1852,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,eng Premier League,22-341,1999,8.0,29.3,40.6,72.0,451.1,188.0,17.6,19.3,91.6,8.88,13.6,65.1,2.13,5.88,36.2,0.00,0.07,-0.07,0.75,1.75,0.75,0.38,2.13,Matches
1853,Joakim Mæhle\c459a650,dk DEN,DF,Atalanta,it Serie A,24-350,1997,15.2,45.5,55.3,82.2,682.7,254.4,26.8,29.7,90.3,16.1,19.6,81.9,2.04,3.95,51.7,0.00,0.07,-0.07,0.92,2.83,1.25,0.13,4.08,Matches
1854,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,de Bundesliga,22-258,1999,30.0,48.5,57.3,84.7,948.3,294.1,17.5,19.2,91.1,24.6,27.5,89.7,6.03,9.63,62.6,0.13,0.03,0.10,0.37,1.97,0.33,0.07,2.73,Matches
1855,Kévin N'Doram\e50623a0,fr FRA,MF,Metz,fr Ligue 1,26-103,1996,13.3,31.5,38.0,83.0,626.2,162.7,10.9,13.1,83.3,15.3,17.4,88.3,4.74,6.32,75.0,0.00,0.02,-0.02,0.75,3.46,0.08,0.00,3.01,Matches
1856,Eric N'Jo\b85e57bb,fr FRA,DF,Troyes,fr Ligue 1,17-338,2004,1.1,22.7,27.3,83.3,457.3,132.7,8.18,8.18,100.0,11.8,13.6,86.7,2.73,3.64,75.0,0.00,0.00,0.00,0.91,1.82,0.00,0.00,0.00,Matches
1857,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,fr Ligue 1,28-301,1993,28.1,46.7,60.0,77.9,808.2,390.4,23.0,26.3,87.4,19.2,23.8,80.6,4.06,8.11,50.0,0.11,0.12,-0.01,0.93,2.95,1.57,0.75,5.52,Matches
1858,Nacho\2946f9a1,es ESP,DF,Real Madrid,es La Liga,32-107,1990,13.4,57.1,61.5,92.8,1087.2,318.0,20.9,21.8,95.9,27.9,29.9,93.5,7.31,8.43,86.7,0.00,0.02,-0.02,0.52,2.99,0.30,0.15,2.69,Matches
1859,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,fr Ligue 1,23-062,1999,26.8,34.6,42.1,82.2,732.0,216.9,10.4,12.1,86.1,17.4,20.0,86.8,6.12,8.99,68.0,0.00,0.01,-0.01,0.22,2.20,0.07,0.00,2.31,Matches
1860,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,eng Premier League,28-106,1994,8.4,32.1,37.3,86.3,541.8,149.0,15.2,17.3,88.3,14.0,15.6,90.1,2.38,3.57,66.7,0.00,0.01,-0.01,0.36,2.62,0.12,0.00,2.98,Matches
1861,Nahitan Nández\95facda1,uy URU,MFDF,Cagliari,it Serie A,26-128,1995,15.5,26.2,37.4,70.1,481.2,138.0,11.6,14.7,78.9,10.6,14.5,72.9,3.42,5.81,58.9,0.13,0.08,0.05,1.03,2.19,1.29,0.45,3.23,Matches
1862,Nani\15e9c7e6,pt POR,FWMF,Venezia,it Serie A,35-169,1986,3.2,29.1,40.0,72.7,499.4,126.6,14.1,16.6,84.9,10.3,14.4,71.7,3.44,6.25,55.0,0.00,0.13,-0.13,1.88,2.50,0.63,0.00,3.44,Matches
1863,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,fr Ligue 1,27-352,1994,22.0,13.5,24.4,55.1,438.6,282.5,2.50,2.55,98.2,5.32,5.45,97.5,5.59,16.4,34.2,0.00,0.00,0.00,0.00,0.50,0.05,0.00,0.00,Matches
1864,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,de Bundesliga,22-072,2000,4.5,33.8,44.9,75.2,569.3,176.7,14.9,18.7,79.8,16.2,19.3,83.9,2.00,4.89,40.9,0.00,0.04,-0.04,0.89,1.78,1.56,0.44,3.78,Matches
1865,Matija Nastasić\f35430a4,rs SRB,DF,Fiorentina,it Serie A,29-038,1993,2.4,57.9,62.5,92.7,1395.0,322.1,12.1,12.1,100.0,31.3,32.5,96.2,14.6,17.5,83.3,0.00,0.00,0.00,0.42,2.50,0.00,0.00,1.25,Matches
1866,Roberto Navarro\c997b942,es ESP,MFFW,Real Sociedad,es La Liga,20-023,2002,2.2,34.5,42.3,81.7,546.4,125.9,17.3,20.0,86.4,13.2,15.5,85.3,2.27,2.73,83.3,0.00,0.05,-0.05,0.45,3.18,1.36,0.00,3.64,Matches
1867,Ximo Navarro\8db394aa,es ESP,DF,Alavés,es La Liga,32-102,1990,12.3,28.0,39.6,70.6,538.1,216.9,9.92,11.7,84.7,14.3,17.8,80.4,3.01,8.46,35.6,0.00,0.02,-0.02,0.16,1.79,0.24,0.08,1.54,Matches
1868,Jesús Navas\3f10bd22,es ESP,DF,Sevilla,es La Liga,36-165,1985,17.4,54.2,69.3,78.2,1050.8,352.7,23.2,26.2,88.4,21.6,26.0,83.0,8.51,14.4,59.0,0.17,0.24,-0.06,1.95,2.99,2.87,1.21,5.17,Matches
1869,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,fr Ligue 1,35-141,1986,18.7,25.0,27.4,91.2,586.6,331.2,7.06,7.06,100.0,11.2,11.4,98.6,6.68,8.88,75.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1870,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,fr Ligue 1,22-120,2000,7.2,29.0,40.1,72.3,541.5,156.8,11.7,14.0,83.2,13.1,16.7,78.3,3.33,7.64,43.6,0.00,0.10,-0.10,0.69,1.11,0.83,0.69,2.64,Matches
1871,Loum Ndiaye\bcfc4473,sn SEN,MF,Alavés,es La Liga,25-126,1996,22.8,23.2,31.5,73.7,467.9,112.5,8.07,10.3,78.6,11.7,14.2,82.1,3.25,5.96,54.4,0.00,0.00,-0.00,0.18,2.28,0.13,0.04,2.11,Matches
1872,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,eng Premier League,25-140,1996,18.0,42.1,51.1,82.4,737.2,181.8,19.3,22.4,86.1,18.2,20.6,88.6,3.72,5.78,64.4,0.00,0.00,0.00,0.00,2.06,0.22,0.00,2.89,Matches
1873,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,eng Premier League,25-128,1996,5.4,42.2,48.9,86.4,680.0,153.1,22.2,23.9,93.0,15.0,17.6,85.3,3.70,4.63,80.0,0.19,0.07,0.11,0.74,4.26,0.74,0.00,3.70,Matches
1874,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,fr Ligue 1,25-128,1996,6.4,59.8,66.9,89.5,1055.6,308.3,26.9,29.1,92.5,24.4,26.4,92.3,6.72,8.13,82.7,0.31,0.23,0.08,1.25,7.50,0.94,0.16,5.78,Matches
1875,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,fr Ligue 1,21-192,2000,2.3,16.5,23.5,70.4,272.6,40.4,8.26,11.3,73.1,6.09,8.26,73.7,1.74,2.61,66.7,0.43,0.26,0.17,0.87,0.43,0.43,0.43,0.87,Matches
1876,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,de Bundesliga,19-207,2002,2.4,24.6,37.9,64.8,335.4,91.7,15.0,20.0,75.0,5.42,8.33,65.0,1.25,3.33,37.5,0.42,0.08,0.33,1.67,0.83,0.00,0.00,1.25,Matches
1877,Álvaro Negredo\63b0ca6b,es ESP,FW,Cádiz,es La Liga,36-258,1985,21.1,13.8,23.1,60.0,260.3,50.7,6.82,10.2,66.7,4.22,7.11,59.3,2.32,3.74,62.0,0.09,0.08,0.02,0.76,1.47,0.47,0.14,1.75,Matches
1878,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,eng Premier League,22-146,1999,0.2,50.0,55.0,90.9,585.0,85.0,30.0,30.0,100.0,15.0,15.0,100.0,0.00,0.00,,0.00,0.00,0.00,5.00,5.00,0.00,0.00,5.00,Matches
1879,David Nemeth\da76715c,at AUT,DF,Mainz 05,de Bundesliga,21-048,2001,3.5,42.0,49.7,84.5,773.7,237.4,16.0,17.1,93.3,20.9,23.1,90.1,4.29,8.29,51.7,0.00,0.00,0.00,0.00,1.43,0.00,0.00,2.00,Matches
1880,Ilija Nestorovski\b1236c63,mk MKD,FW,Udinese,it Serie A,32-054,1990,0.3,53.3,70.0,76.2,886.7,286.7,26.7,36.7,72.7,23.3,23.3,100.0,3.33,3.33,100.0,0.00,0.00,0.00,0.00,6.67,0.00,0.00,3.33,Matches
1881,Neto\a9dc785c,br BRA,GK,Barcelona,es La Liga,32-290,1989,2.0,39.0,48.5,80.4,1157.0,661.5,8.00,8.00,100.0,12.0,13.0,92.3,19.0,27.5,69.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1882,Pedro Neto\7ba2eaa9,pt POR,MFFW,Wolves,eng Premier League,22-057,2000,2.6,39.6,52.3,75.7,624.6,138.8,21.5,21.9,98.2,12.7,16.2,78.6,3.46,9.23,37.5,0.00,0.15,-0.15,2.31,0.38,1.54,0.77,2.69,Matches
