Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
1829,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,fr Ligue 1,25-266,1996,14.8,1.01,1.02,0.88,0.00,0.00,0.07,0.00,0.07,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
1830,Toni Moya\9e098912,es ESP,MF,Alavés,es La Liga,24-046,1998,14.8,2.03,2.03,0.47,1.35,0.07,0.07,0.00,0.07,0.20,0.20,0.07,0.07,0.00,0.07,0.00,0.00,Matches
1831,Samuel Mráz\be6c1ccc,sk SVK,FW,Spezia,it Serie A,24-357,1997,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1832,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,de Bundesliga,24-185,1997,19.5,0.92,0.92,0.82,0.00,0.05,0.05,0.00,0.00,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Matches
1833,Mert Müldür\1295552e,tr TUR,DF,Sassuolo,it Serie A,23-032,1999,19.9,1.36,1.36,1.26,0.00,0.10,0.00,0.00,0.00,0.20,0.20,0.15,0.00,0.05,0.00,0.00,0.00,Matches
1834,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,de Bundesliga,24-173,1997,28.0,0.14,0.14,0.11,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1835,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,de Bundesliga,32-234,1989,26.8,4.78,4.77,4.22,0.07,0.04,0.26,0.11,0.07,0.97,0.97,0.90,0.00,0.00,0.00,0.04,0.04,Matches
1836,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,eng Premier League,20-209,2001,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1837,Marshall Munetsi\2acf0cd7,zw ZIM,MFDF,Reims,fr Ligue 1,25-317,1996,17.9,1.01,1.00,0.56,0.00,0.11,0.11,0.11,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.06,0.06,Matches
1838,Iker Muniain\c05dfb74,es ESP,MF,Athletic Club,es La Liga,29-137,1992,26.9,5.65,5.64,2.83,1.78,0.45,0.11,0.45,0.04,0.74,0.74,0.33,0.15,0.11,0.04,0.07,0.04,Matches
1839,Aihen Muñoz\228b0d9d,es ESP,DF,Real Sociedad,es La Liga,24-262,1997,14.8,1.15,1.15,0.68,0.27,0.07,0.07,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,Matches
1840,Luis Muriel\eb2fe5b6,co COL,FWMF,Atalanta,it Serie A,31-019,1991,15.5,6.00,6.00,3.23,1.55,0.65,0.32,0.26,0.00,0.84,0.84,0.58,0.06,0.19,0.00,0.00,0.00,Matches
1841,Jeison Murillo\b233e8e4,co COL,DF,Celta Vigo,es La Liga,29-343,1992,12.0,0.33,0.33,0.25,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1842,Vedat Muriqi\0cadc46d,xk KVX,FW,Lazio,it Serie A,28-011,1994,2.4,2.08,2.09,1.25,0.00,0.00,0.00,0.83,0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.42,0.00,Matches
1843,Vedat Muriqi\0cadc46d,xk KVX,FW,Mallorca,es La Liga,28-011,1994,12.0,1.83,1.84,1.25,0.00,0.25,0.33,0.00,0.00,0.33,0.33,0.17,0.00,0.08,0.08,0.00,0.00,Matches
1844,Jacob Murphy\de112b84,eng ENG,DFFW,Newcastle Utd,eng Premier League,27-070,1995,15.2,2.83,2.83,2.11,0.13,0.26,0.26,0.07,0.00,0.33,0.33,0.13,0.00,0.00,0.13,0.07,0.00,Matches
1845,Nicola Murru\d183e9d6,it ITA,DF,Sampdoria,it Serie A,27-140,1994,10.9,1.10,1.10,0.83,0.18,0.00,0.00,0.00,0.09,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
1846,Yunus Musah\b51b1b9c,us USA,MF,Valencia,es La Liga,19-157,2002,12.8,1.64,1.64,1.17,0.08,0.23,0.00,0.08,0.08,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
1847,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,de Bundesliga,22-284,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1848,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,de Bundesliga,19-068,2003,15.3,3.86,3.86,3.07,0.00,0.33,0.13,0.20,0.13,0.65,0.65,0.52,0.00,0.13,0.00,0.00,0.00,Matches
1849,Juan Musso\a111cf41,ar ARG,GK,Atalanta,it Serie A,27-364,1994,29.6,0.07,0.07,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1850,Shkodran Mustafi\3f2d59fe,de GER,DF,Levante,es La Liga,30-018,1992,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1851,Enock Mwepu\1d5cab82,zm ZAM,MFFW,Brighton,eng Premier League,24-124,1998,10.9,1.93,1.92,1.47,0.00,0.00,0.18,0.28,0.00,0.55,0.55,0.46,0.00,0.00,0.00,0.09,0.00,Matches
1852,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,eng Premier League,22-341,1999,8.0,1.38,1.37,0.75,0.38,0.00,0.00,0.13,0.13,0.25,0.25,0.13,0.00,0.00,0.00,0.13,0.00,Matches
1853,Joakim Mæhle\c459a650,dk DEN,DF,Atalanta,it Serie A,24-350,1997,15.2,2.63,2.62,2.37,0.00,0.07,0.07,0.13,0.00,0.26,0.26,0.20,0.00,0.00,0.07,0.00,0.00,Matches
1854,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,de Bundesliga,22-258,1999,30.0,0.80,0.80,0.60,0.07,0.00,0.07,0.00,0.07,0.20,0.20,0.13,0.00,0.00,0.07,0.00,0.00,Matches
1855,Kévin N'Doram\e50623a0,fr FRA,MF,Metz,fr Ligue 1,26-103,1996,13.3,1.43,1.43,1.13,0.00,0.08,0.15,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.08,0.00,0.00,Matches
1856,Eric N'Jo\b85e57bb,fr FRA,DF,Troyes,fr Ligue 1,17-338,2004,1.1,0.91,0.92,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1857,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,fr Ligue 1,28-301,1993,28.1,1.78,1.78,1.49,0.18,0.04,0.00,0.07,0.00,0.18,0.18,0.14,0.00,0.00,0.00,0.04,0.00,Matches
1858,Nacho\2946f9a1,es ESP,DF,Real Madrid,es La Liga,32-107,1990,13.4,0.97,0.97,0.90,0.00,0.00,0.07,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
1859,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,fr Ligue 1,23-062,1999,26.8,0.67,0.67,0.49,0.00,0.00,0.00,0.07,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1860,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,eng Premier League,28-106,1994,8.4,0.71,0.71,0.60,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1861,Nahitan Nández\95facda1,uy URU,MFDF,Cagliari,it Serie A,26-128,1995,15.5,2.19,2.19,1.68,0.13,0.06,0.00,0.26,0.06,0.32,0.32,0.26,0.00,0.06,0.00,0.00,0.00,Matches
1862,Nani\15e9c7e6,pt POR,FWMF,Venezia,it Serie A,35-169,1986,3.2,3.13,3.14,2.50,0.63,0.00,0.00,0.00,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches
1863,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,fr Ligue 1,27-352,1994,22.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1864,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,de Bundesliga,22-072,2000,4.5,2.22,2.23,2.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1865,Matija Nastasić\f35430a4,rs SRB,DF,Fiorentina,it Serie A,29-038,1993,2.4,0.42,0.41,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1866,Roberto Navarro\c997b942,es ESP,MFFW,Real Sociedad,es La Liga,20-023,2002,2.2,3.18,3.17,1.36,0.00,0.45,0.91,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1867,Ximo Navarro\8db394aa,es ESP,DF,Alavés,es La Liga,32-102,1990,12.3,0.89,0.90,0.41,0.08,0.00,0.24,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1868,Jesús Navas\3f10bd22,es ESP,DF,Sevilla,es La Liga,36-165,1985,17.4,2.93,2.93,2.64,0.11,0.11,0.00,0.06,0.00,0.29,0.29,0.23,0.00,0.06,0.00,0.00,0.00,Matches
1869,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,fr Ligue 1,35-141,1986,18.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1870,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,fr Ligue 1,22-120,2000,7.2,1.94,1.94,1.25,0.14,0.14,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1871,Loum Ndiaye\bcfc4473,sn SEN,MF,Alavés,es La Liga,25-126,1996,22.8,0.66,0.66,0.53,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1872,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,eng Premier League,25-140,1996,18.0,0.78,0.78,0.50,0.00,0.00,0.17,0.06,0.06,0.11,0.11,0.06,0.00,0.00,0.06,0.00,0.00,Matches
1873,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,eng Premier League,25-128,1996,5.4,2.41,2.42,1.85,0.00,0.19,0.19,0.19,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,Matches
1874,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,fr Ligue 1,25-128,1996,6.4,2.19,2.20,2.03,0.00,0.16,0.00,0.00,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,Matches
1875,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,fr Ligue 1,21-192,2000,2.3,2.17,2.20,2.17,0.00,0.00,0.00,0.00,0.00,0.43,0.44,0.43,0.00,0.00,0.00,0.00,0.00,Matches
1876,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,de Bundesliga,19-207,2002,2.4,2.08,2.10,1.25,0.83,0.00,0.00,0.00,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,Matches
1877,Álvaro Negredo\63b0ca6b,es ESP,FW,Cádiz,es La Liga,36-258,1985,21.1,1.56,1.56,1.04,0.05,0.14,0.19,0.09,0.05,0.14,0.14,0.09,0.05,0.00,0.00,0.00,0.00,Matches
1878,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,eng Premier League,22-146,1999,0.2,15.0,13.50,10.0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1879,David Nemeth\da76715c,at AUT,DF,Mainz 05,de Bundesliga,21-048,2001,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1880,Ilija Nestorovski\b1236c63,mk MKD,FW,Udinese,it Serie A,32-054,1990,0.3,3.33,3.00,3.33,0.00,0.00,0.00,0.00,0.00,3.33,3.00,3.33,0.00,0.00,0.00,0.00,0.00,Matches
1881,Neto\a9dc785c,br BRA,GK,Barcelona,es La Liga,32-290,1989,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1882,Pedro Neto\7ba2eaa9,pt POR,MFFW,Wolves,eng Premier League,22-057,2000,2.6,5.00,5.06,3.08,0.38,0.77,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1883,Luca Netz\e79269bd,de GER,DF,M'Gladbach,de Bundesliga,18-355,2003,13.5,2.00,2.00,1.11,0.67,0.00,0.22,0.00,0.00,0.44,0.44,0.22,0.22,0.00,0.00,0.00,0.00,Matches
1884,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,de Bundesliga,36-039,1986,26.0,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,Matches
1885,Florian Neuhaus\36a59ba4,de GER,MF,M'Gladbach,de Bundesliga,25-050,1997,21.6,1.94,1.95,1.67,0.00,0.09,0.14,0.05,0.00,0.19,0.19,0.14,0.00,0.00,0.05,0.00,0.00,Matches
1886,Carlos Neva\8d47bb39,es ESP,DF,Granada,es La Liga,25-327,1996,23.4,1.15,1.15,0.98,0.09,0.04,0.00,0.00,0.04,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Matches
1887,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,eng Premier League,25-053,1997,25.7,1.71,1.71,1.44,0.08,0.00,0.08,0.08,0.04,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,Matches
1888,Neymar\69384e5d,br BRA,FWMF,Paris S-G,fr Ligue 1,30-089,1992,18.7,5.88,5.88,3.90,0.59,0.27,0.27,0.75,0.11,0.80,0.80,0.70,0.00,0.05,0.00,0.05,0.00,Matches
1889,Yvan Neyou\0ad37003,cm CMR,MF,Saint-Étienne,fr Ligue 1,25-122,1997,10.4,1.44,1.44,1.15,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1890,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,eng Premier League,21-240,2000,8.0,1.25,1.24,0.75,0.25,0.00,0.13,0.13,0.00,0.13,0.12,0.13,0.00,0.00,0.00,0.00,0.00,Matches
1891,Jessic Ngankam\bc249af8,de GER,FW,Greuther Fürth,de Bundesliga,21-289,2000,2.1,1.43,1.40,0.48,0.00,0.48,0.48,0.00,0.00,0.95,0.93,0.48,0.00,0.00,0.48,0.00,0.00,Matches
1892,Opa Nguette\75a63397,sn SEN,FWMF,Metz,fr Ligue 1,27-301,1994,11.6,1.98,1.98,1.29,0.00,0.26,0.00,0.34,0.09,0.43,0.43,0.26,0.00,0.09,0.00,0.09,0.00,Matches
1893,Aurélien Nguiamba\de135234,fr FRA,MF,Spezia,it Serie A,23-107,1999,0.4,2.50,2.73,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1894,Sikou Niakaté\8eef18aa,fr FRA,DF,Metz,fr Ligue 1,22-299,1999,5.2,0.77,0.77,0.38,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1895,Moussa Niakhate\00242715,fr FRA,DF,Mainz 05,de Bundesliga,26-058,1996,26.5,1.13,1.13,0.87,0.23,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
1896,Ibrahima Niane\46faabfa,sn SEN,FW,Metz,fr Ligue 1,23-055,1999,17.6,1.48,1.48,0.97,0.00,0.06,0.28,0.17,0.00,0.28,0.28,0.17,0.00,0.00,0.06,0.06,0.00,Matches
1897,M'Baye Niang\2054d037,sn SEN,FW,Bordeaux,fr Ligue 1,27-137,1994,7.8,2.05,2.05,1.54,0.00,0.13,0.26,0.13,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
1898,Cheikh Niasse\ff20acfe,sn SEN,MFFW,Lille,fr Ligue 1,22-106,2000,0.5,2.00,2.05,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1899,Florian Niederlechner\d6862409,de GER,FW,Augsburg,de Bundesliga,31-193,1990,11.6,2.33,2.34,1.72,0.00,0.17,0.17,0.17,0.09,0.52,0.52,0.34,0.00,0.00,0.00,0.17,0.00,Matches
1900,Håvard Nielsen\b18ef366,no NOR,MFFW,Greuther Fürth,de Bundesliga,28-294,1993,15.2,1.45,1.45,0.92,0.00,0.26,0.07,0.13,0.07,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
1901,Saúl Ñíguez\c14bc029,es ESP,DFMF,Chelsea,eng Premier League,27-165,1994,3.8,0.79,0.78,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1902,Saúl Ñíguez\c14bc029,es ESP,DFMF,Atlético Madrid,es La Liga,27-165,1994,2.2,1.36,1.34,0.91,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,0.00,0.00,0.00,0.00,0.00,Matches
1903,Dimitris Nikolaou\cf961d8d,gr GRE,DF,Spezia,it Serie A,23-265,1998,33.0,0.42,0.42,0.33,0.03,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
1904,Joakim Nilsson\c562c5b4,se SWE,DF,Arminia,de Bundesliga,28-088,1994,28.4,0.32,0.32,0.25,0.04,0.00,0.00,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
1905,Casimir Ninga\91f2da4c,td CHA,FW,Angers,fr Ligue 1,28-353,1993,4.5,0.67,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1906,Fernando Niño\81d5c497,es ESP,FW,Mallorca,es La Liga,21-193,2000,9.8,2.24,2.24,1.53,0.00,0.20,0.00,0.41,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1907,Eddie Nketiah\a53649b7,eng ENG,FW,Arsenal,eng Premier League,22-340,1999,5.8,2.76,2.78,2.07,0.00,0.17,0.17,0.17,0.17,0.52,0.52,0.17,0.00,0.00,0.17,0.00,0.17,Matches
1908,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,eng Premier League,32-039,1990,1.9,0.53,0.54,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1909,Christopher Nkunku\7c56da38,fr FRA,FWMF,RB Leipzig,de Bundesliga,24-172,1997,28.4,4.47,4.47,2.82,0.25,0.49,0.35,0.46,0.11,0.99,0.99,0.63,0.00,0.11,0.07,0.14,0.04,Matches
1910,Lukas Nmecha\0cc5f4a5,de GER,FWMF,Wolfsburg,de Bundesliga,23-142,1998,16.2,2.35,2.34,1.36,0.00,0.31,0.31,0.37,0.00,0.25,0.25,0.12,0.00,0.00,0.06,0.06,0.00,Matches
1911,Mark Noble\ff527768,eng ENG,MF,West Ham,eng Premier League,34-362,1987,3.2,1.25,1.27,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1912,Peru Nolaskoain\857cb4f3,es ESP,DF,Athletic Club,es La Liga,23-192,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1913,Nolito\b2d0ec1b,es ESP,MF,Celta Vigo,es La Liga,35-202,1986,14.4,1.74,1.73,1.53,0.00,0.00,0.07,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1914,Arnaud Nordin\7b9a9e25,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,23-322,1998,19.8,2.27,2.27,1.11,0.56,0.20,0.20,0.15,0.05,0.40,0.40,0.10,0.15,0.10,0.00,0.05,0.00,Matches
1915,Håvard Nordtveit\6cafd68d,no NOR,DF,Hoffenheim,de Bundesliga,31-318,1990,3.4,0.59,0.59,0.29,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1916,Mathias Normann\8996350d,no NOR,MF,Norwich City,eng Premier League,25-342,1996,16.5,1.88,1.88,0.79,0.24,0.24,0.18,0.24,0.18,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,Matches
1917,Connor Noß\ccc6d365,ie IRL,MF,M'Gladbach,de Bundesliga,21-124,2001,0.6,3.33,3.46,1.67,0.00,0.00,0.00,1.67,0.00,1.67,1.73,0.00,0.00,0.00,0.00,1.67,0.00,Matches
1918,Hugo Novoa\5458f670,es ESP,MFFW,RB Leipzig,de Bundesliga,19-124,2003,1.5,1.33,1.37,1.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1919,Soma Novothny\6fb91ea9,hu HUN,FWMF,Bochum,de Bundesliga,27-323,1994,0.9,1.11,1.13,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1920,Jean-Pierre Nsame\12e6d21a,cm CMR,FW,Venezia,it Serie A,29-004,1993,2.5,3.20,3.14,2.00,0.00,0.40,0.40,0.40,0.00,0.40,0.39,0.40,0.00,0.00,0.00,0.00,0.00,Matches
1921,Randy Ntekja\a6103274,fr FRA,FWMF,Rayo Vallecano,es La Liga,24-150,1997,13.8,2.03,2.03,1.38,0.00,0.14,0.14,0.36,0.00,0.36,0.36,0.07,0.00,0.07,0.00,0.22,0.00,Matches
1922,Alexander Nübel\afb0c500,de GER,GK,Monaco,fr Ligue 1,25-217,1996,35.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1923,Kasim Nuhu\93a50d2c,gh GHA,DF,Hoffenheim,de Bundesliga,26-317,1995,0.1,10.0,18.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1924,Unai Núñez\be170419,es ESP,DF,Athletic Club,es La Liga,25-095,1997,6.9,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
1925,Hans Nunoo Sarpei\9593331d,gh GHA,DFMF,Greuther Fürth,de Bundesliga,23-256,1998,7.1,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1926,Bram Nuytinck\e33f36d5,nl NED,DF,Udinese,it Serie A,32-001,1990,20.3,0.30,0.30,0.20,0.00,0.00,0.10,0.00,0.00,0.10,0.10,0.05,0.00,0.00,0.05,0.00,0.00,Matches
1927,Simeon Nwankwo\80dbbd10,ng NGA,FW,Salernitana,it Serie A,29-363,1992,9.4,1.81,1.82,1.17,0.00,0.11,0.32,0.21,0.00,0.21,0.21,0.11,0.00,0.11,0.00,0.00,0.00,Matches
1928,Gerzino Nyamsi\6043997c,fr FRA,DF,Strasbourg,fr Ligue 1,25-103,1997,30.2,0.50,0.50,0.23,0.03,0.00,0.20,0.00,0.03,0.13,0.13,0.07,0.03,0.00,0.03,0.00,0.00,Matches
1929,Allan Nyom\97572117,cm CMR,DF,Getafe,es La Liga,33-360,1988,2.7,1.11,1.11,0.74,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1930,M'Bala Nzola\a4948e67,ao ANG,FW,Spezia,it Serie A,25-260,1996,11.9,1.68,1.69,1.34,0.08,0.08,0.17,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
1931,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,eng Premier League,28-056,1994,31.9,1.38,1.38,1.19,0.00,0.09,0.03,0.03,0.03,0.13,0.13,0.09,0.00,0.03,0.00,0.00,0.00,Matches
1932,Adam Obert\aa25ce92,sk SVK,DF,Cagliari,it Serie A,19-255,2002,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1933,Joel Obi\614c38fb,ng NGA,MFDF,Salernitana,it Serie A,30-348,1991,12.0,1.75,1.75,1.33,0.33,0.00,0.08,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
1934,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,es La Liga,29-118,1993,34.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1935,Lucas Ocampos\a08b974a,ar ARG,FW,Sevilla,es La Liga,27-298,1994,22.6,1.99,1.99,1.19,0.09,0.35,0.09,0.13,0.13,0.31,0.31,0.18,0.00,0.13,0.00,0.00,0.00,Matches
1936,Bastian Oczipka\d1661819,de GER,DF,Union Berlin,de Bundesliga,33-113,1989,8.4,2.62,2.63,1.55,0.95,0.00,0.00,0.12,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
1937,Brain Oddei\97e8ea97,it ITA,FW,Sassuolo,it Serie A,19-229,2002,0.1,10.0,11.25,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1938,Álvaro Odriozola\1d1691ad,es ESP,DF,Fiorentina,it Serie A,26-142,1995,18.9,2.75,2.75,2.49,0.11,0.11,0.00,0.05,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
1939,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,eng Premier League,33-347,1988,10.2,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
1940,Florent Ogier\6993927b,fr FRA,DF,Clermont Foot,fr Ligue 1,33-045,1989,25.0,0.32,0.32,0.24,0.04,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
1941,Stefano Okaka\601ef102,it ITA,FW,Udinese,it Serie A,32-269,1989,0.2,10.0,8.18,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1942,David Okereke\d125f22f,ng NGA,FWMF,Venezia,it Serie A,24-249,1997,21.1,1.80,1.80,1.18,0.00,0.28,0.05,0.19,0.09,0.28,0.28,0.14,0.00,0.05,0.00,0.09,0.00,Matches
1943,Masaya Okugawa\63b9cc6d,jp JPN,MFFW,Arminia,de Bundesliga,26-021,1996,26.3,1.48,1.48,1.18,0.00,0.04,0.08,0.11,0.08,0.11,0.11,0.08,0.00,0.00,0.04,0.00,0.00,Matches
