Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
1712,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,de Bundesliga,31-050,1991,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1713,Hannibal Mejbri\ca22ccb0,tn TUN,FW,Manchester Utd,eng Premier League,19-104,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1714,Farid El Melali\d21e361a,dz ALG,FW,Angers,fr Ligue 1,24-296,1997,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1715,Filippo Melegoni\6604165d,it ITA,MFFW,Genoa,it Serie A,23-076,1999,9.6,2.40,2.40,1.77,0.31,0.10,0.00,0.10,0.10,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Matches
1716,Óscar Melendo\379652be,es ESP,MFFW,Espanyol,es La Liga,24-255,1997,9.1,3.30,3.28,3.19,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1717,Gonzalo Melero\3902e91b,es ESP,MF,Levante,es La Liga,28-123,1994,17.4,1.72,1.73,1.44,0.00,0.00,0.29,0.00,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
1718,Birger Meling\70c52749,no NOR,DF,Rennes,fr Ligue 1,27-139,1994,20.0,1.65,1.65,1.45,0.05,0.00,0.05,0.10,0.00,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,Matches
1719,Arthur Melo\48b3dd60,br BRA,MF,Juventus,it Serie A,25-266,1996,10.0,1.60,1.59,1.40,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,Matches
1720,Houboulang Mendes\1545cf15,fr FRA,DF,Lorient,fr Ligue 1,24-001,1998,33.8,1.01,1.01,0.80,0.03,0.03,0.03,0.09,0.03,0.06,0.06,0.03,0.00,0.00,0.00,0.03,0.00,Matches
1721,Nuno Mendes\f20e4cc9,pt POR,DF,Paris S-G,fr Ligue 1,19-320,2002,17.4,2.07,2.07,1.49,0.23,0.11,0.06,0.11,0.06,0.23,0.23,0.17,0.00,0.06,0.00,0.00,0.00,Matches
1722,Thiago Mendes\c6e5d20f,br BRA,MFDF,Lyon,fr Ligue 1,30-051,1992,20.0,1.45,1.45,1.15,0.20,0.00,0.00,0.05,0.05,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
1723,Brais Méndez\c9e39d91,es ESP,MF,Celta Vigo,es La Liga,25-118,1997,29.9,2.04,2.04,1.71,0.00,0.03,0.13,0.10,0.07,0.33,0.33,0.27,0.00,0.03,0.00,0.00,0.03,Matches
1724,Édgar Méndez\aed746df,es ESP,FWMF,Alavés,es La Liga,32-123,1990,16.5,1.82,1.81,1.39,0.00,0.12,0.12,0.06,0.12,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,Matches
1725,Arial Mendy\9f0f4b49,sn SEN,DFFW,Clermont Foot,fr Ligue 1,27-179,1994,8.6,1.63,1.63,1.40,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1726,Batista Mendy\e472a6f6,fr FRA,MFDF,Angers,fr Ligue 1,22-113,2000,25.1,0.80,0.80,0.60,0.00,0.04,0.04,0.08,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1727,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,eng Premier League,27-292,1994,0.9,4.44,4.62,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1728,Edouard Mendy\33887998,sn SEN,GK,Chelsea,eng Premier League,30-065,1992,30.0,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1729,Ferland Mendy\3cefcaef,fr FRA,DF,Real Madrid,es La Liga,26-331,1995,17.2,2.62,2.61,2.38,0.06,0.12,0.00,0.06,0.00,0.12,0.12,0.06,0.00,0.00,0.00,0.06,0.00,Matches
1730,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,eng Premier League,29-316,1992,7.7,0.39,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
1731,Gideon Mensah\9bdd8118,gh GHA,DF,Bordeaux,fr Ligue 1,23-291,1998,12.7,2.20,2.21,1.89,0.08,0.08,0.00,0.00,0.16,0.39,0.40,0.31,0.00,0.08,0.00,0.00,0.00,Matches
1732,Jorge Meré\9f979eb2,es ESP,DF,Köln,de Bundesliga,25-018,1997,5.4,0.74,0.73,0.56,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1733,Alex Meret\9413b19f,it ITA,GK,Napoli,it Serie A,25-044,1997,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1734,Fran Mérida\0e50f929,es ESP,MF,Espanyol,es La Liga,32-062,1990,2.0,3.00,2.95,2.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1735,Mikel Merino\d080ed5e,es ESP,MF,Real Sociedad,es La Liga,25-317,1996,28.1,2.28,2.28,1.67,0.00,0.11,0.14,0.25,0.11,0.36,0.36,0.18,0.00,0.00,0.11,0.07,0.00,Matches
1736,Quentin Merlin\0bfca6a1,fr FRA,DF,Nantes,fr Ligue 1,19-354,2002,19.1,2.67,2.67,1.52,0.84,0.16,0.00,0.10,0.05,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,Matches
1737,Martín Merquelanz\ddd5348b,es ESP,FW,Rayo Vallecano,es La Liga,26-327,1995,1.9,3.68,3.64,2.63,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1738,Yıldırım Mert Çetin\c730da00,tr TUR,DF,Hellas Verona,it Serie A,25-124,1997,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1739,Dries Mertens\89b2c8a9,be BEL,FWMF,Napoli,it Serie A,34-364,1987,13.6,3.90,3.90,2.87,0.15,0.22,0.29,0.22,0.15,0.66,0.66,0.29,0.00,0.07,0.15,0.07,0.07,Matches
1740,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,eng Premier League,22-064,2000,33.6,0.06,0.06,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1741,Lionel Messi\d70ce98e,ar ARG,FWMF,Paris S-G,fr Ligue 1,34-315,1987,20.9,6.03,6.02,4.26,0.38,0.57,0.38,0.33,0.10,1.00,1.00,0.67,0.10,0.14,0.05,0.00,0.05,Matches
1742,Junior Messias\f49c4ae9,br BRA,FWMF,Milan,it Serie A,30-357,1991,15.1,2.72,2.71,1.72,0.07,0.33,0.33,0.13,0.13,0.07,0.07,0.00,0.00,0.00,0.07,0.00,0.00,Matches
1743,Thomas Meunier\e162b013,be BEL,DF,Dortmund,de Bundesliga,30-235,1991,15.6,1.79,1.80,1.54,0.00,0.00,0.13,0.13,0.00,0.45,0.45,0.38,0.00,0.00,0.00,0.06,0.00,Matches
1744,Mexer\ce492295,mz MOZ,DF,Bordeaux,fr Ligue 1,33-239,1988,13.6,0.37,0.37,0.29,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1745,Marco Meyerhöfer\0b104510,de GER,DF,Greuther Fürth,de Bundesliga,26-168,1995,25.3,1.34,1.34,1.07,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,Matches
1746,Matt Miazga\9fc0f253,us USA,DF,Alavés,es La Liga,26-290,1995,9.3,0.43,0.43,0.11,0.00,0.00,0.22,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1747,Kingsley Michael\e63e122d,ng NGA,MF,Bologna,it Serie A,22-252,1999,0.8,1.25,1.18,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1748,Sven Michel\1e274a0a,de GER,FW,Union Berlin,de Bundesliga,31-294,1990,3.4,2.94,2.98,2.35,0.00,0.29,0.00,0.00,0.29,0.59,0.60,0.29,0.00,0.00,0.00,0.00,0.29,Matches
1749,Edouard Michut\fe6c1add,fr FRA,MF,Paris S-G,fr Ligue 1,19-062,2003,0.5,6.00,5.74,6.00,0.00,0.00,0.00,0.00,0.00,2.00,1.91,2.00,0.00,0.00,0.00,0.00,0.00,Matches
1750,Miguel\6763373d,es ESP,FWMF,Alavés,es La Liga,22-244,1999,6.8,2.21,2.22,1.18,0.00,0.15,0.15,0.59,0.15,0.44,0.44,0.15,0.00,0.00,0.00,0.15,0.15,Matches
1751,Valentin Mihaila\81a4c239,ro ROU,FWMF,Atalanta,it Serie A,22-092,2000,0.8,1.25,1.20,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1752,Mikael\33502726,br BRA,FWMF,Salernitana,it Serie A,22-342,1999,1.0,2.00,2.07,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1753,Georges Mikautadze\4788cb6b,ge GEO,FW,Metz,fr Ligue 1,21-186,2000,0.0,1,90.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1754,William Mikelbrencis\14df1d7f,fr FRA,DF,Metz,fr Ligue 1,18-069,2004,4.7,1.28,1.27,0.64,0.00,0.43,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1755,Nikola Milenković\bee704fc,rs SRB,DF,Fiorentina,it Serie A,24-205,1997,29.5,0.34,0.34,0.27,0.00,0.00,0.07,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches
1756,Arkadiusz Milik\85613cf0,pl POL,FW,Marseille,fr Ligue 1,28-066,1994,14.7,1.63,1.63,1.43,0.00,0.00,0.07,0.07,0.07,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,Matches
1757,Sergej Milinković-Savić\4e6dbac4,rs SRB,MF,Lazio,it Serie A,27-067,1995,31.4,2.96,2.96,2.29,0.06,0.10,0.25,0.19,0.06,0.48,0.48,0.45,0.00,0.00,0.03,0.00,0.00,Matches
1758,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,it Serie A,25-074,1997,27.0,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,Matches
1759,Éder Militão\2784f898,br BRA,DF,Real Madrid,es La Liga,24-107,1998,30.9,1.00,1.00,0.71,0.03,0.00,0.10,0.10,0.06,0.16,0.16,0.06,0.00,0.00,0.03,0.03,0.03,Matches
1760,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,eng Premier League,31-028,1991,7.4,1.49,1.49,0.81,0.54,0.00,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,Matches
1761,Luis Milla\19c36442,es ESP,MF,Granada,es La Liga,27-210,1994,26.8,2.39,2.31,1.64,0.56,0.04,0.04,0.04,0.07,0.26,0.25,0.11,0.11,0.00,0.04,0.00,0.00,Matches
1762,Pere Milla\335039a2,es ESP,FWMF,Elche,es La Liga,29-224,1992,16.2,1.54,1.54,1.11,0.00,0.12,0.19,0.06,0.06,0.31,0.31,0.19,0.00,0.06,0.06,0.00,0.00,Matches
1763,Enzo Millot\f76022e7,fr FRA,MF,Stuttgart,de Bundesliga,19-292,2002,0.6,3.33,3.40,3.33,0.00,0.00,0.00,0.00,0.00,1.67,1.70,1.67,0.00,0.00,0.00,0.00,0.00,Matches
1764,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,eng Premier League,36-121,1986,8.0,2.88,2.88,2.00,0.63,0.13,0.13,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,Matches
1765,Santi Mina\0b90bb97,es ESP,FW,Celta Vigo,es La Liga,26-149,1995,26.3,1.63,1.63,1.22,0.00,0.08,0.11,0.15,0.08,0.27,0.27,0.23,0.00,0.00,0.04,0.00,0.00,Matches
1766,Yerry Mina\6d5701f2,co COL,DF,Everton,eng Premier League,27-224,1994,9.2,0.33,0.33,0.22,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1767,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,eng Premier League,27-109,1995,1.1,4.55,4.69,2.73,0.00,0.00,0.00,0.91,0.91,0.91,0.94,0.91,0.00,0.00,0.00,0.00,0.00,Matches
1768,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,eng Premier League,29-053,1993,30.4,0.79,0.79,0.59,0.00,0.00,0.10,0.07,0.03,0.13,0.13,0.10,0.00,0.00,0.03,0.00,0.00,Matches
1769,Óscar Mingueza\056269d7,es ESP,DF,Barcelona,es La Liga,22-357,1999,8.8,1.25,1.25,1.25,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,Matches
1770,Rafa Mir\bbf5c11b,es ESP,FW,Sevilla,es La Liga,24-321,1997,18.6,1.56,1.56,0.91,0.00,0.22,0.22,0.22,0.00,0.16,0.16,0.11,0.00,0.00,0.05,0.00,0.00,Matches
1771,Jorge Miramón\7f4c7c9f,es ESP,DF,Levante,es La Liga,32-337,1989,19.5,1.23,1.23,0.92,0.15,0.05,0.00,0.00,0.10,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,Matches
1772,Aleksei Miranchuk\a9aa0d1d,ru RUS,MFFW,Atalanta,it Serie A,26-200,1995,8.6,4.42,4.43,3.49,0.35,0.23,0.12,0.23,0.00,0.93,0.93,0.81,0.00,0.12,0.00,0.00,0.00,Matches
1773,Juan Miranda\ead61f73,es ESP,DF,Betis,es La Liga,22-106,2000,8.5,1.65,1.65,1.41,0.00,0.00,0.00,0.12,0.12,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,Matches
1774,Fabio Miretti\34693494,it ITA,MF,Juventus,it Serie A,18-275,2003,0.9,4.44,4.34,1.11,3.33,0.00,0.00,0.00,0.00,1.11,1.08,0.00,1.11,0.00,0.00,0.00,0.00,Matches
1775,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,eng Premier League,22-246,1999,31.3,1.18,1.18,1.02,0.06,0.00,0.03,0.03,0.03,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
1776,Stefan Mitrović\e6777e6b,rs SRB,DF,Getafe,es La Liga,31-348,1990,27.7,0.29,0.29,0.25,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1777,Maximilian Mittelstädt\88d4144a,de GER,DFFW,Hertha BSC,de Bundesliga,25-048,1997,15.6,2.44,2.43,1.60,0.38,0.06,0.06,0.19,0.13,0.51,0.51,0.32,0.00,0.00,0.06,0.13,0.00,Matches
1778,Henrikh Mkhitaryan\dd0daf32,am ARM,MFFW,Roma,it Serie A,33-104,1989,27.7,3.07,3.07,2.24,0.04,0.18,0.25,0.22,0.14,0.43,0.43,0.32,0.00,0.04,0.04,0.04,0.00,Matches
1779,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,eng Premier League,23-028,1999,18.9,1.96,1.96,1.22,0.16,0.16,0.32,0.00,0.11,0.21,0.21,0.16,0.00,0.00,0.05,0.00,0.00,Matches
1780,Anthony Modeste\34e4343c,fr FRA,FW,Köln,de Bundesliga,34-021,1988,27.0,1.30,1.30,0.85,0.00,0.04,0.22,0.19,0.00,0.19,0.19,0.04,0.00,0.04,0.07,0.04,0.00,Matches
1781,Marco Modolo\fdcdb521,it ITA,DF,Venezia,it Serie A,33-043,1989,4.4,0.23,0.23,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1782,Luka Modrić\6025fab1,hr CRO,MF,Real Madrid,es La Liga,36-238,1985,20.7,3.09,3.09,2.42,0.39,0.14,0.10,0.00,0.05,0.39,0.39,0.24,0.05,0.00,0.10,0.00,0.00,Matches
1783,Terem Moffi\065dc209,ng NGA,FW,Lorient,fr Ligue 1,22-345,1999,28.0,2.14,2.15,1.54,0.00,0.32,0.04,0.18,0.07,0.36,0.36,0.18,0.00,0.11,0.00,0.04,0.04,Matches
1784,Kevin Möhwald\a5ce09f2,de GER,MF,Union Berlin,de Bundesliga,28-306,1993,3.9,2.82,2.80,2.31,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1785,Dion Moise Sahi\cdc4458b,ci CIV,FWMF,Strasbourg,fr Ligue 1,20-136,2001,1.4,1.43,1.41,0.71,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1786,Johan Mojica\608f2092,co COL,DF,Elche,es La Liga,29-257,1992,30.7,1.63,1.63,1.40,0.07,0.10,0.00,0.07,0.00,0.26,0.26,0.23,0.00,0.00,0.00,0.03,0.00,Matches
1787,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,de Bundesliga,21-051,2001,1.3,0.77,0.80,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1788,Jorge Molina\43f71e77,es ESP,FW,Granada,es La Liga,40-013,1982,18.5,2.32,2.32,1.78,0.00,0.11,0.16,0.27,0.00,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.00,Matches
1789,Nahuel Molina\23610943,ar ARG,DF,Udinese,it Serie A,24-154,1997,26.6,2.33,2.33,1.80,0.30,0.11,0.08,0.04,0.00,0.23,0.23,0.19,0.04,0.00,0.00,0.00,0.00,Matches
1790,Cristian Molinaro\1c8c5aed,it ITA,DF,Venezia,it Serie A,38-279,1983,6.1,1.80,1.81,1.48,0.00,0.00,0.00,0.16,0.16,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,Matches
1791,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,fr Ligue 1,30-167,1991,26.5,2.38,2.38,1.51,0.42,0.08,0.15,0.19,0.04,0.23,0.23,0.11,0.04,0.04,0.04,0.00,0.00,Matches
1792,Jon Moncayola\9939e168,es ESP,MF,Osasuna,es La Liga,23-357,1998,30.2,1.72,1.72,1.16,0.43,0.00,0.13,0.00,0.00,0.13,0.13,0.10,0.03,0.00,0.00,0.00,0.00,Matches
1793,Monchu\8ac501f5,es ESP,MF,Granada,es La Liga,22-234,1999,7.4,0.95,0.94,0.81,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1794,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,fr Ligue 1,31-084,1991,23.4,2.78,2.77,1.84,0.43,0.04,0.13,0.13,0.21,0.17,0.17,0.13,0.04,0.00,0.00,0.00,0.00,Matches
1795,Gonzalo Montiel\374d5158,ar ARG,DF,Sevilla,es La Liga,25-124,1997,10.5,1.90,1.90,1.71,0.00,0.00,0.10,0.10,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,Matches
1796,Lorenzo Montipò\c1d95617,it ITA,GK,Hellas Verona,it Serie A,26-074,1996,32.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1797,Ángel Montoro\719384c1,es ESP,MF,Granada,es La Liga,33-314,1988,14.8,2.50,2.50,1.42,0.74,0.00,0.20,0.00,0.14,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,Matches
1798,Martín Montoya\5cec2487,es ESP,DF,Betis,es La Liga,31-021,1991,5.8,0.69,0.69,0.69,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,Matches
1799,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,eng Premier League,25-160,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1800,Álvaro Morata\129af0db,es ESP,FW,Juventus,it Serie A,29-194,1992,24.7,3.08,3.08,2.23,0.00,0.08,0.20,0.53,0.04,0.45,0.45,0.28,0.00,0.04,0.08,0.04,0.00,Matches
1801,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,de Bundesliga,32-185,1989,5.2,2.88,2.88,2.69,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1802,Jon Morcillo\b7d7f3bf,es ESP,MF,Athletic Club,es La Liga,23-232,1998,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1803,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,fr Ligue 1,38-033,1984,3.7,0.81,0.81,0.54,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1804,Alberto Moreno\11b9265b,es ESP,MFDF,Villarreal,es La Liga,29-304,1992,13.6,2.79,2.80,2.06,0.37,0.00,0.22,0.15,0.00,0.22,0.22,0.00,0.15,0.00,0.07,0.00,0.00,Matches
1805,Álex Moreno\16e9d0ea,es ESP,DF,Betis,es La Liga,28-331,1993,22.9,2.18,2.18,1.40,0.09,0.17,0.17,0.17,0.17,0.44,0.44,0.22,0.00,0.09,0.04,0.09,0.00,Matches
1806,Gerard Moreno\81f0781e,es ESP,FW,Villarreal,es La Liga,30-028,1992,13.2,3.71,3.70,2.95,0.00,0.38,0.08,0.15,0.15,0.45,0.45,0.30,0.00,0.00,0.00,0.08,0.08,Matches
1807,Tete Morente\004d185e,es ESP,MF,Elche,es La Liga,25-152,1996,16.0,1.81,1.82,1.50,0.06,0.13,0.00,0.06,0.06,0.25,0.25,0.13,0.06,0.06,0.00,0.00,0.00,Matches
1808,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,de Bundesliga,19-106,2003,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1809,Ilaix Moriba\f4c69aa6,gn GUI,MF,Valencia,es La Liga,19-106,2003,5.4,0.74,0.75,0.37,0.00,0.00,0.00,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1810,Manu Morlanes\a0255c67,es ESP,MF,Espanyol,es La Liga,23-113,1999,12.2,1.89,1.88,1.39,0.08,0.08,0.08,0.00,0.25,0.41,0.41,0.25,0.00,0.00,0.08,0.00,0.08,Matches
1811,Raúl Moro\919dd4b1,es ESP,FW,Lazio,it Serie A,19-151,2002,2.2,5.00,4.93,3.64,0.00,1.36,0.00,0.00,0.00,0.91,0.90,0.45,0.00,0.45,0.00,0.00,0.00,Matches
1812,Loren Morón\3aa4a3be,es ESP,FWMF,Espanyol,es La Liga,28-126,1993,6.3,0.95,0.96,0.79,0.00,0.00,0.16,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0.00,Matches
1813,Loren Morón\3aa4a3be,es ESP,FW,Betis,es La Liga,28-126,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1814,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,eng Premier League,19-186,2002,0.7,1.43,1.36,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1815,Cristhian Mosquera\dc1ce4f5,co COL,DF,Valencia,es La Liga,17-312,2004,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1816,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,fr Ligue 1,26-097,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1817,Lebo Mothiba\3eaf8817,za RSA,FWMF,Troyes,fr Ligue 1,26-097,1996,5.7,1.58,1.59,1.23,0.00,0.00,0.00,0.35,0.00,0.18,0.18,0.00,0.00,0.00,0.00,0.18,0.00,Matches
1818,Andrei Motoc\b64073a0,ro ROU,DF,Salernitana,it Serie A,20-124,2002,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1819,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,fr Ligue 1,20-220,2001,1.1,0.91,0.94,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1820,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,fr Ligue 1,21-026,2001,4.6,1.96,1.96,1.30,0.00,0.22,0.00,0.22,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1821,Youssoufa Moukoko\6ce43701,de GER,FWMF,Dortmund,de Bundesliga,17-166,2004,2.3,2.61,2.57,1.74,0.00,0.43,0.43,0.00,0.00,0.43,0.43,0.00,0.00,0.00,0.43,0.00,0.00,Matches
1822,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,fr Ligue 1,24-159,1997,17.1,0.47,0.47,0.35,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1823,Jessy Moulin\28a65a2c,fr FRA,GK,Troyes,fr Ligue 1,36-112,1986,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1824,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,fr Ligue 1,27-218,1994,23.4,1.92,1.92,1.41,0.00,0.04,0.21,0.21,0.04,0.38,0.38,0.26,0.00,0.00,0.09,0.04,0.00,Matches
1825,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,eng Premier League,23-115,1999,24.3,4.03,4.04,2.47,0.86,0.21,0.33,0.16,0.00,0.53,0.54,0.29,0.16,0.00,0.04,0.04,0.00,Matches
1826,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,eng Premier League,29-265,1992,18.4,2.88,2.88,2.28,0.00,0.16,0.11,0.27,0.05,0.43,0.44,0.43,0.00,0.00,0.00,0.00,0.00,Matches
1827,Lys Mousset\d9cfca3d,fr FRA,FWMF,Salernitana,it Serie A,26-086,1996,1.8,2.78,2.81,2.78,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,Matches
1828,João Moutinho\f5a00fa4,pt POR,MF,Wolves,eng Premier League,35-239,1986,29.1,2.10,2.10,1.31,0.58,0.03,0.07,0.00,0.10,0.14,0.14,0.10,0.03,0.00,0.00,0.00,0.00,Matches
