Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1322,Lee Kangin\8455ad90,kr KOR,MFFW,Mallorca,es La Liga,21-075,2001,15.2,0.79,0.46,0.26,0.39,0.13,0.39,1.64,24.0,1.25,14.9,4.41,29.5,2.30,8.42,4.21,0.99,0.07,0.00,0.92,0.86,1.64,0.39,0.00,Matches
1323,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,eng Premier League,31-037,1991,17.9,2.85,1.68,1.17,1.06,0.61,1.01,2.01,50.0,1.01,19.8,6.93,34.9,6.26,9.39,4.19,1.90,0.11,0.00,1.79,2.35,5.20,0.78,0.00,Matches
1324,Stefanos Kapino\62ba5881,gr GRE,GK,Arminia,de Bundesliga,28-048,1994,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1325,Atakan Karazor\5762be5c,de GER,MF,Stuttgart,de Bundesliga,25-204,1996,19.2,2.40,1.35,0.78,1.46,0.16,0.83,1.77,47.1,0.94,19.6,5.89,30.0,6.51,11.4,1.77,2.60,0.83,0.00,1.77,1.82,4.22,2.45,0.05,Matches
1326,Rick Karsdorp\9f84febe,nl NED,DF,Roma,it Serie A,27-083,1995,30.2,1.85,1.09,1.06,0.53,0.26,0.79,1.42,55.8,0.63,10.5,2.98,28.3,4.54,3.51,2.48,0.93,0.17,0.00,0.76,1.62,3.48,0.93,0.00,Matches
1327,Denso Kasius\7ae36711,nl NED,DF,Bologna,it Serie A,19-211,2002,1.8,5.00,3.33,2.22,2.22,0.56,1.11,1.67,66.7,0.56,17.8,7.22,40.6,4.44,7.78,5.56,2.78,0.00,0.00,2.78,2.22,7.22,2.78,0.00,Matches
1328,Grigoris Kastanos\2a82aa85,cy CYP,MFFW,Salernitana,it Serie A,24-095,1998,13.4,2.24,1.79,0.90,1.04,0.30,0.30,1.57,19.0,1.27,18.4,5.00,27.1,5.60,8.81,4.03,1.49,0.37,0.00,1.12,2.16,4.40,0.82,0.00,Matches
1329,Silas Katompa\de4cac2d,cd COD,MFFW,Stuttgart,de Bundesliga,23-211,1998,3.1,1.29,0.65,1.29,0.00,0.00,0.65,1.94,33.3,1.29,20.3,5.16,25.4,5.81,8.39,6.13,1.61,0.00,0.00,1.61,0.97,2.26,0.00,0.32,Matches
1330,Noah Katterbach\e27de4fa,de GER,DF,Köln,de Bundesliga,21-022,2001,0.2,5.00,0.00,5.00,0.00,0.00,0.00,0.00,,0.00,10.0,5.00,50.0,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,Matches
1331,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,fr Ligue 1,39-046,1983,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1332,Edo Kayembe\f99b71de,cd COD,MF,Watford,eng Premier League,23-275,1998,5.0,2.00,1.60,0.60,1.00,0.40,0.60,1.40,42.9,0.80,13.8,5.20,37.7,5.80,7.20,0.80,1.60,0.00,0.00,1.60,2.00,4.00,3.00,0.00,Matches
1333,Moise Kean\3d50bcdb,it ITA,FW,Everton,eng Premier League,22-066,2000,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1334,Moise Kean\3d50bcdb,it ITA,FW,Juventus,it Serie A,22-066,2000,10.0,0.80,0.40,0.30,0.30,0.20,0.30,0.70,42.9,0.40,13.8,3.80,27.5,1.80,5.30,6.70,0.60,0.00,0.00,0.60,0.20,1.00,0.30,0.10,Matches
1335,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,29-114,1993,27.2,1.54,1.14,1.03,0.44,0.07,0.81,1.36,59.5,0.55,7.06,2.90,41.1,3.97,2.61,0.48,1.80,1.14,0.00,0.66,2.02,3.57,4.85,0.07,Matches
1336,Ilan Kebbal\37d04e90,dz ALG,FWMF,Reims,fr Ligue 1,23-300,1998,18.9,1.69,1.06,0.69,0.53,0.48,0.37,1.96,18.9,1.59,19.9,5.45,27.4,5.08,9.42,5.40,1.01,0.00,0.00,1.01,0.90,2.59,0.21,0.00,Matches
1337,Wajdi Kechrida\11962fe7,tn TUN,DFMF,Salernitana,it Serie A,26-181,1995,10.6,1.51,1.13,0.94,0.57,0.00,0.47,0.94,50.0,0.47,12.4,3.40,27.5,6.79,3.02,2.55,1.79,0.19,0.00,1.60,0.75,2.26,1.32,0.00,Matches
1338,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,fr Ligue 1,25-226,1996,15.8,1.77,1.20,0.70,0.70,0.38,0.57,1.27,45.0,0.70,10.6,3.92,36.9,4.68,3.92,2.03,1.33,0.70,0.00,0.63,1.84,3.61,2.03,0.00,Matches
1339,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,fr Ligue 1,20-089,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1340,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,eng Premier League,27-084,1995,11.1,3.60,2.25,1.26,1.53,0.81,1.53,2.79,54.8,1.26,24.8,8.29,33.5,5.59,12.5,6.67,1.71,0.18,0.00,1.53,1.53,5.14,0.36,0.00,Matches
1341,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,de Bundesliga,22-079,2000,5.6,2.68,1.61,1.25,1.07,0.36,1.07,2.50,42.9,1.43,18.2,5.54,30.4,6.25,8.75,3.21,1.61,0.18,0.00,1.43,1.43,4.11,1.61,0.18,Matches
1342,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,eng Premier League,23-163,1998,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1343,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,de Bundesliga,27-097,1995,9.3,2.47,1.51,1.40,0.86,0.22,1.08,2.15,50.0,1.08,14.7,5.59,38.0,7.63,6.34,0.75,2.37,1.61,0.00,0.75,1.94,4.41,4.41,0.11,Matches
1344,Marc-Oliver Kempf\815c314f,de GER,DF,Hertha BSC,de Bundesliga,27-097,1995,9.7,1.65,1.44,1.44,0.10,0.10,0.62,1.34,46.2,0.72,8.66,3.51,40.5,5.46,2.89,0.31,1.65,0.72,0.00,0.93,2.68,4.33,4.23,0.10,Matches
1345,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,eng Premier League,25-051,1997,9.8,1.53,1.02,0.71,0.82,0.00,1.22,2.65,46.2,1.43,12.4,4.59,36.9,5.71,5.61,1.12,1.53,0.20,0.00,1.33,2.96,4.49,1.84,0.00,Matches
1346,Dimitrios Keramitsis\6f30a1d5,gr GRE,DF,Roma,it Serie A,17-308,2004,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
1347,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,25-137,1996,22.6,1.77,1.15,0.71,0.84,0.22,0.80,1.19,66.7,0.40,16.7,5.31,31.7,3.98,8.01,4.73,1.86,0.40,0.00,1.46,2.04,3.81,1.06,0.00,Matches
1348,Saîf-Eddine Khaoui\796b1c41,tn TUN,MFFW,Clermont Foot,fr Ligue 1,27-008,1995,8.4,2.14,1.67,0.48,1.07,0.60,0.48,1.07,44.4,0.60,17.1,4.64,27.1,3.57,8.33,5.24,0.95,0.00,0.00,0.95,1.55,3.69,0.48,0.00,Matches
1349,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,31-086,1991,22.9,1.27,0.79,0.17,0.66,0.44,0.35,1.27,27.6,0.92,14.8,4.24,28.5,1.40,6.29,7.16,0.66,0.00,0.00,0.66,0.96,2.23,0.22,0.00,Matches
1350,Rani Khedira\59e4b92e,de GER,MF,Union Berlin,de Bundesliga,28-098,1994,28.7,2.65,1.64,1.18,1.11,0.35,0.66,1.71,38.8,1.05,23.1,6.69,28.9,6.38,13.2,3.52,1.53,0.24,0.00,1.29,1.60,4.25,1.39,0.00,Matches
1351,Kike\e897d8ba,es ESP,FW,Osasuna,es La Liga,32-161,1989,19.1,0.73,0.47,0.21,0.10,0.42,0.21,0.99,21.1,0.79,16.6,4.14,24.9,1.41,7.43,7.75,0.73,0.16,0.00,0.58,0.52,1.26,0.63,0.00,Matches
1352,Luca Kilian\610aa1e9,de GER,FW,Mainz 05,de Bundesliga,22-246,1999,0.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,2,2,0,0,0,0,0,0,0,0,0,Matches
1353,Luca Kilian\610aa1e9,de GER,DF,Köln,de Bundesliga,22-246,1999,23.5,1.91,0.94,1.32,0.55,0.04,0.89,1.87,47.7,0.98,11.5,4.55,39.6,7.32,3.74,0.43,1.74,0.68,0.00,1.06,2.68,4.60,4.85,0.04,Matches
1354,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,24-347,1997,29.9,1.77,1.10,1.34,0.43,0.00,0.67,1.10,60.6,0.43,8.03,3.08,38.3,5.32,2.34,0.37,1.74,0.70,0.00,1.04,2.14,3.91,3.95,0.03,Matches
1355,Joshua Kimmich\49296448,de GER,MF,Bayern Munich,de Bundesliga,27-086,1995,25.6,1.60,1.21,0.59,0.70,0.31,0.74,2.23,33.3,1.48,17.8,6.25,35.1,5.35,9.49,2.97,1.88,0.31,0.00,1.56,2.50,4.10,1.13,0.08,Matches
1356,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,26-265,1995,26.6,1.35,0.71,0.79,0.49,0.08,0.45,0.79,57.1,0.34,6.73,1.77,26.3,3.38,2.78,0.56,1.02,0.60,0.00,0.41,1.99,3.35,2.93,0.04,Matches
1357,Joshua King\43458538,no NOR,FW,Watford,eng Premier League,30-110,1992,23.2,1.21,0.78,0.26,0.60,0.34,0.22,0.69,31.3,0.47,19.6,5.43,27.8,2.80,8.97,7.80,0.86,0.22,0.00,0.65,0.56,1.77,1.03,0.00,Matches
1358,Jakub Kiwior\dc3e663e,pl POL,MF,Spezia,it Serie A,22-079,2000,18.8,2.29,1.22,1.12,0.85,0.32,0.90,2.29,39.5,1.38,22.1,6.97,31.5,8.83,11.3,1.97,2.45,0.85,0.00,1.60,2.23,4.52,2.61,0.00,Matches
1359,Sofian Kiyine\ce1806be,ma MAR,MFFW,Venezia,it Serie A,24-215,1997,12.8,2.34,1.48,0.86,1.09,0.39,1.25,2.66,47.1,1.41,25.2,6.33,25.2,8.44,12.3,4.45,1.56,0.08,0.00,1.48,1.25,3.59,0.78,0.00,Matches
1360,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,it Serie A,33-040,1989,8.9,2.58,1.57,1.69,0.45,0.45,1.01,2.13,47.4,1.12,13.6,4.49,33.1,6.85,5.96,0.79,2.81,1.57,0.00,1.24,1.35,3.93,4.38,0.00,Matches
1361,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,eng Premier League,21-159,2000,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1362,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,de Bundesliga,29-238,1992,3.8,1.84,1.84,0.53,1.05,0.26,0.26,0.53,50.0,0.26,13.9,5.79,41.5,2.11,8.68,3.16,1.58,0.26,0.00,1.32,0.26,2.11,0.26,0.00,Matches
1363,Mateusz Klich\282679b4,pl POL,MF,Leeds United,eng Premier League,31-326,1990,21.2,2.17,1.13,0.80,1.04,0.33,0.90,2.88,31.1,1.98,25.2,6.27,24.9,7.59,13.1,4.53,1.08,0.24,0.00,0.85,1.32,3.49,1.08,0.00,Matches
1364,Thibault Klidje\db013c7d,tg TOG,DFFW,Bordeaux,fr Ligue 1,20-299,2001,0.8,1.25,1.25,0.00,1.25,0.00,0.00,0.00,,0.00,12.5,6.25,50.0,1.25,6.25,5.00,1.25,1.25,0.00,0.00,2.50,3.75,1.25,0.00,Matches
1365,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,de Bundesliga,21-303,2000,6.7,1.79,0.90,1.34,0.45,0.00,0.90,2.09,42.9,1.19,18.4,5.97,32.5,4.63,8.06,5.67,0.45,0.00,0.00,0.45,0.45,2.24,0.30,0.00,Matches
1366,Fabian Klos\e21042ae,de GER,FW,Arminia,de Bundesliga,34-154,1987,15.8,0.38,0.06,0.06,0.32,0.00,0.00,0.57,0.0,0.57,16.0,4.30,26.9,0.89,6.46,8.67,0.82,0.19,0.00,0.63,0.38,0.76,1.77,0.06,Matches
1367,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,25-337,1996,17.3,1.97,0.75,0.64,1.27,0.06,0.52,0.98,52.9,0.46,10.8,3.70,34.2,4.57,4.62,1.62,1.33,0.17,0.00,1.16,2.25,4.22,3.93,0.00,Matches
1368,Justin Kluivert\4c3a6744,nl NED,MF,Nice,fr Ligue 1,23-000,1999,18.1,1.22,0.61,0.55,0.55,0.11,0.28,0.99,27.8,0.72,16.6,4.20,25.2,3.70,8.84,4.09,1.38,0.06,0.00,1.33,1.27,2.49,0.17,0.00,Matches
1369,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,25-344,1996,2.2,0.91,0.91,0.45,0.45,0.00,0.91,2.27,40.0,1.36,10.0,3.64,36.4,4.09,5.00,0.91,0.91,0.00,0.00,0.91,0.91,1.82,0.45,0.00,Matches
1370,Ansgar Knauff\19a967ab,de GER,DFFW,Eint Frankfurt,de Bundesliga,20-115,2002,7.4,2.30,1.22,1.08,0.68,0.54,0.95,1.89,50.0,0.95,19.6,5.54,28.3,6.35,7.70,5.54,1.22,0.14,0.00,1.08,1.22,3.51,0.95,0.00,Matches
1371,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,de Bundesliga,20-115,2002,1.3,3.85,1.54,0.77,2.31,0.77,0.00,1.54,0.0,1.54,24.6,7.69,31.3,10.0,6.92,7.69,2.31,0.00,0.00,2.31,0.00,3.85,1.54,0.00,Matches
1372,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,de Bundesliga,29-348,1992,31.0,1.32,0.84,1.00,0.32,0.00,0.52,1.23,42.1,0.71,10.5,3.90,37.3,6.19,3.77,0.48,2.00,0.94,0.00,1.06,2.39,3.71,5.13,0.13,Matches
1373,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,de Bundesliga,24-150,1997,28.5,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.0,0.07,0.07,0.00,0.0,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.04,Matches
1374,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,eng Premier League,25-292,1996,13.7,1.90,1.31,0.95,0.66,0.29,0.66,2.19,30.0,1.53,17.2,5.91,34.5,7.59,8.10,1.46,1.90,0.66,0.07,1.24,2.26,4.16,2.63,0.00,Matches
1375,Samuel Koeberlé\6751b938,fr FRA,MF,Reims,fr Ligue 1,17-160,2004,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1376,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,fr Ligue 1,20-057,2002,4.2,1.19,0.48,0.00,1.19,0.00,0.00,0.71,0.0,0.71,19.3,4.76,24.7,0.95,9.05,9.29,0.95,0.24,0.00,0.71,0.71,1.90,0.71,0.00,Matches
1377,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,de Bundesliga,28-094,1994,15.9,2.39,1.51,1.07,1.19,0.13,0.88,2.70,32.6,1.82,20.5,6.79,33.1,5.66,11.8,3.02,1.95,0.25,0.00,1.70,2.20,4.59,1.57,0.00,Matches
1378,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,es La Liga,20-190,2001,2.0,1.50,0.50,1.00,0.00,0.50,0.50,2.50,20.0,2.00,31.5,6.50,20.6,10.0,15.5,6.00,2.00,0.50,0.00,1.50,2.00,3.50,2.00,0.00,Matches
1379,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,30-117,1992,23.9,1.84,1.13,0.63,1.05,0.17,0.75,2.38,31.6,1.63,17.4,5.44,31.2,5.98,8.83,2.64,1.38,0.25,0.00,1.13,0.75,2.59,1.26,0.00,Matches
1380,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,it Serie A,31-047,1991,0.6,1.67,0.00,1.67,0.00,0.00,1.67,1.67,100.0,0.00,18.3,5.00,27.3,3.33,5.00,10.0,1.67,0.00,0.00,1.67,0.00,1.67,0.00,0.00,Matches
1381,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,it Serie A,36-176,1985,0.5,2.00,2.00,2.00,0.00,0.00,2.00,2.00,100.0,0.00,2.00,0.00,0.0,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,2.00,0.00,Matches
1382,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,fr Ligue 1,28-319,1993,4.5,1.11,0.89,0.67,0.22,0.22,0.89,1.56,57.1,0.67,13.6,4.67,34.4,4.89,3.56,5.11,0.89,0.00,0.00,0.89,0.67,1.78,1.56,0.22,Matches
1383,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,28-319,1993,1.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,,0.00,12.0,3.00,25.0,7.00,3.00,2.00,2.00,0.00,0.00,2.00,4.00,5.00,8.00,0.00,Matches
1384,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,fr Ligue 1,23-151,1998,30.8,0.88,0.58,0.26,0.29,0.32,0.32,0.88,37.0,0.55,15.1,3.70,24.5,1.33,6.14,7.66,0.78,0.19,0.00,0.58,0.39,1.27,0.88,0.00,Matches
1385,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,30-216,1991,28.5,1.65,1.05,0.70,0.74,0.21,0.56,1.19,47.1,0.63,9.72,3.65,37.5,4.49,3.79,1.44,1.58,0.28,0.00,1.30,1.93,3.58,2.91,0.07,Matches
1386,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,26-129,1995,26.9,1.34,0.71,0.74,0.59,0.00,0.63,1.23,51.5,0.59,8.62,2.45,28.4,3.87,3.61,1.15,2.08,0.30,0.00,1.78,2.30,3.64,1.64,0.00,Matches
1387,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,eng Premier League,22-345,1999,8.0,1.13,0.75,0.63,0.38,0.13,0.38,0.63,60.0,0.25,7.00,2.13,30.4,4.25,2.50,0.25,1.38,1.13,0.13,0.25,2.63,3.75,5.00,0.00,Matches
1388,Geoffrey Kondogbia\cce181df,cf CTA,MFDF,Atlético Madrid,es La Liga,29-079,1993,16.9,3.79,2.31,1.30,2.25,0.24,0.83,2.01,41.2,1.18,19.7,6.80,34.5,6.69,10.6,2.43,1.54,0.30,0.00,1.24,2.43,6.21,1.60,0.00,Matches
1389,Ibrahima Koné\04bb2b06,ml MLI,FW,Lorient,fr Ligue 1,22-323,1999,6.6,1.21,0.76,0.00,0.76,0.45,0.15,0.30,50.0,0.15,14.7,3.79,25.8,0.61,8.33,5.76,0.76,0.61,0.00,0.15,0.30,1.52,0.30,0.00,Matches
1390,Kouadio Koné\86574238,fr FRA,MF,M'Gladbach,de Bundesliga,20-353,2001,23.3,2.88,1.89,1.16,1.55,0.17,0.86,1.72,50.0,0.86,21.1,7.94,37.7,6.87,12.0,2.19,1.46,0.26,0.00,1.20,2.70,5.58,0.90,0.00,Matches
1391,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,fr Ligue 1,26-304,1995,10.9,3.21,1.56,2.48,0.64,0.09,1.28,2.57,50.0,1.28,12.4,3.30,26.7,6.61,4.68,1.10,1.65,0.28,0.00,1.38,1.19,4.40,1.83,0.00,Matches
1392,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,eng Premier League,24-194,1997,25.0,0.96,0.56,0.52,0.40,0.04,0.28,0.52,53.8,0.24,6.28,2.24,35.7,3.56,2.20,0.52,1.60,0.80,0.00,0.80,1.60,2.56,2.80,0.04,Matches
1393,Teun Koopmeiners\a26fb8aa,nl NED,MF,Atalanta,it Serie A,24-066,1998,20.8,1.63,0.91,0.43,0.87,0.34,0.77,2.26,34.0,1.49,18.4,5.63,30.5,3.27,10.2,4.90,1.97,0.10,0.00,1.88,1.01,2.64,0.96,0.00,Matches
1394,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,fr Ligue 1,36-237,1985,10.4,1.35,0.77,0.58,0.67,0.10,0.58,1.25,46.2,0.67,7.12,2.40,33.8,4.52,2.02,0.58,2.31,1.35,0.00,0.96,2.69,4.04,4.04,0.10,Matches
1395,Odilon Kossonou\1f3afdcb,ci CIV,DF,Leverkusen,de Bundesliga,21-121,2001,17.9,1.62,1.01,1.06,0.45,0.11,0.78,1.28,60.9,0.50,11.4,3.74,32.8,6.26,4.25,0.89,2.68,0.89,0.00,1.79,1.90,3.52,2.96,0.00,Matches
1396,Filip Kostić\b1cd37e6,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,29-185,1992,26.5,1.55,1.09,0.87,0.34,0.34,0.57,1.92,29.4,1.36,14.6,4.45,30.4,4.94,5.28,4.42,1.17,0.04,0.00,1.13,1.17,2.72,0.57,0.00,Matches
1397,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,fr Ligue 1,25-139,1996,30.0,1.53,0.93,0.67,0.67,0.20,0.53,1.53,34.8,1.00,17.7,5.10,28.9,5.27,10.4,2.03,1.17,0.13,0.00,1.03,2.00,3.53,0.77,0.00,Matches
1398,Nianzou Kouassi\5853ac44,fr FRA,DFMF,Bayern Munich,de Bundesliga,19-332,2002,5.8,1.72,0.86,0.86,0.69,0.17,1.21,2.07,58.3,0.86,11.9,3.79,31.9,4.48,6.55,0.86,1.55,0.17,0.00,1.38,2.07,3.79,2.93,0.00,Matches
1399,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,30-319,1991,23.7,2.28,1.65,1.60,0.46,0.21,0.93,1.65,56.4,0.72,9.54,4.05,42.5,5.61,3.46,0.46,1.90,1.01,0.00,0.89,1.48,3.76,3.16,0.00,Matches
1400,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,es La Liga,23-174,1998,26.4,1.25,0.80,0.80,0.34,0.11,0.53,0.87,60.9,0.34,7.08,2.65,37.4,3.71,2.69,0.68,1.21,0.45,0.00,0.76,1.97,3.22,3.86,0.08,Matches
1401,Christos Kourfalidis\5c522c88,gr GRE,MFDF,Cagliari,it Serie A,19-175,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,35.0,15.0,42.9,10.0,20.0,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,Matches
1402,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,fr Ligue 1,25-020,1997,26.6,3.08,1.39,2.11,0.94,0.04,1.32,2.63,50.0,1.32,13.0,4.29,33.0,8.27,4.17,0.53,2.63,1.24,0.00,1.39,3.16,6.24,8.05,0.00,Matches
1403,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,eng Premier League,32-135,1989,20.7,2.75,1.55,1.55,1.16,0.05,0.68,1.55,43.8,0.87,18.3,5.41,29.6,9.08,8.16,1.06,2.71,0.82,0.00,1.88,2.13,4.88,2.42,0.00,Matches
1404,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,eng Premier League,27-364,1994,16.0,3.13,2.38,0.94,1.63,0.56,1.06,2.06,51.5,1.00,22.7,6.88,30.3,5.81,12.8,4.13,1.13,0.25,0.00,0.88,1.19,4.31,0.75,0.06,Matches
1405,Viktor Kovalenko\9d60028d,ua UKR,MF,Spezia,it Serie A,26-080,1996,14.1,1.13,0.92,0.43,0.57,0.14,0.50,1.35,36.8,0.85,14.4,4.18,29.1,4.11,6.52,3.76,1.49,0.21,0.00,1.28,0.99,2.13,0.50,0.00,Matches
1406,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,eng Premier League,27-276,1994,16.4,2.20,1.10,1.65,0.49,0.06,1.16,2.20,52.8,1.04,13.0,3.60,27.7,6.10,5.49,1.40,2.13,0.55,0.00,1.59,2.68,4.88,2.99,0.00,Matches
1407,Alex Král\e717705a,cz CZE,MF,West Ham,eng Premier League,23-351,1998,0.0,0,0,0,0,0,0,0,,0,2,2,100.0,0,1,1,0,0,0,0,0,0,0,0,Matches
1408,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,30-320,1991,28.1,0.43,0.32,0.04,0.21,0.18,0.11,0.28,37.5,0.18,9.36,2.35,25.1,0.85,4.06,4.45,0.50,0.04,0.00,0.46,0.46,0.89,0.18,0.00,Matches
1409,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,31-075,1991,8.2,4.02,2.32,2.07,1.34,0.61,1.59,3.90,40.6,2.32,29.0,9.39,32.4,11.0,13.7,4.39,2.20,0.61,0.00,1.59,1.71,5.73,2.44,0.12,Matches
1410,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,fr Ligue 1,24-292,1997,5.0,1.20,0.80,0.00,0.80,0.40,0.60,1.80,33.3,1.20,22.8,7.40,32.5,2.20,10.4,10.2,1.40,0.20,0.00,1.20,0.00,1.20,0.20,0.00,Matches
1411,Julian Kristoffersen\b804c280,no NOR,FW,Salernitana,it Serie A,24-360,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,0.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1412,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,32-121,1990,20.9,1.77,1.15,0.57,0.91,0.29,0.91,1.77,51.4,0.86,15.4,3.92,25.5,4.11,8.61,2.68,0.62,0.19,0.05,0.43,0.77,2.54,0.48,0.00,Matches
1413,Florian Krüger\f9f92b5f,de GER,FWMF,Arminia,de Bundesliga,23-081,1999,12.0,0.50,0.42,0.08,0.33,0.08,0.17,0.67,25.0,0.50,14.7,4.33,29.5,2.25,6.25,6.17,1.50,0.08,0.00,1.42,0.25,0.75,1.17,0.00,Matches
1414,Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,34-032,1988,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.0,0.07,0.30,0.07,25.0,0.30,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.07,Matches
1415,Rade Krunić\817c6964,ba BIH,MFFW,Milan,it Serie A,28-210,1993,13.3,1.95,1.20,0.98,0.90,0.08,0.60,2.18,27.6,1.58,18.0,5.94,32.9,3.91,10.3,3.83,1.43,0.08,0.00,1.35,1.50,3.46,1.28,0.00,Matches
1416,Max Kruse\f9446dcd,de GER,FWMF,Wolfsburg,de Bundesliga,34-047,1988,10.9,0.64,0.55,0.28,0.37,0.00,0.18,1.10,16.7,0.92,13.9,3.67,26.5,2.02,6.51,5.32,0.55,0.00,0.00,0.55,0.46,1.10,0.37,0.00,Matches
