Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
357,Julian Brandt\a167537f,de GER,MFFW,Dortmund,de Bundesliga,26-003,1996,21.1,1.42,0.95,0.52,0.57,0.33,0.52,2.04,25.6,1.52,21.3,6.21,29.2,4.60,10.3,6.35,1.42,0.09,0.00,1.33,1.14,2.56,0.47,0.00,Matches
358,Jarrad Branthwaite\c1949191,eng ENG,DF,Everton,eng Premier League,19-312,2002,3.1,0.97,0.65,0.97,0.00,0.00,0.32,1.61,20.0,1.29,8.71,4.19,48.1,6.45,2.26,0.00,1.61,0.32,0.00,1.29,2.58,3.55,3.87,0.00,Matches
359,Darko Brašanac\4accb7e0,rs SRB,MF,Osasuna,es La Liga,30-082,1992,23.8,1.68,1.22,0.59,0.71,0.38,0.42,1.64,25.6,1.22,19.6,5.55,28.3,3.66,8.91,7.06,1.34,0.34,0.00,1.01,1.09,2.77,1.09,0.00,Matches
360,Lilian Brassier\5b146df3,fr FRA,DF,Brest,fr Ligue 1,22-184,1999,23.0,1.96,1.13,1.30,0.61,0.04,0.30,0.65,46.7,0.35,10.7,3.83,35.6,6.57,3.70,0.48,1.91,0.87,0.04,1.04,2.48,4.43,4.83,0.00,Matches
361,Claudio Bravo\10072610,cl CHI,GK,Betis,es La Liga,39-022,1983,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.19,0.00,0.0,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,Matches
362,Iker Bravo\db8c8860,es ESP,FW,Leverkusen,de Bundesliga,17-112,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,30.0,10.0,33.3,0.00,20.0,10.0,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,Matches
363,Fabian Bredlow\d28339cb,de GER,GK,Stuttgart,de Bundesliga,27-064,1995,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
364,Josip Brekalo\d4a2533d,hr CRO,MFFW,Torino,it Serie A,23-316,1998,23.0,0.43,0.17,0.17,0.13,0.13,0.13,0.83,15.8,0.70,11.4,3.04,26.6,1.83,4.39,5.22,0.74,0.04,0.00,0.70,0.48,0.91,0.35,0.00,Matches
365,Josip Brekalo\d4a2533d,hr CRO,MF,Wolfsburg,de Bundesliga,23-316,1998,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
366,Gleison Bremer\5fd5ed86,br BRA,DF,Torino,it Serie A,25-048,1997,31.1,1.54,0.80,0.71,0.80,0.03,0.26,0.55,47.1,0.29,16.9,6.82,40.4,8.23,8.04,0.61,2.77,0.87,0.00,1.90,3.67,5.21,6.43,0.03,Matches
367,Jimmy Briand\f83c8d6c,fr FRA,FWMF,Bordeaux,fr Ligue 1,36-276,1985,2.3,1.74,0.43,1.30,0.43,0.00,0.87,0.87,100.0,0.00,18.3,5.22,28.6,4.78,6.52,6.96,0.87,0.43,0.00,0.43,0.00,1.74,0.87,0.00,Matches
368,Yan Brice Eteki\3d688b46,cm CMR,MF,Granada,es La Liga,24-252,1997,2.9,1.38,1.03,0.34,1.03,0.00,0.34,1.72,20.0,1.38,26.2,7.59,28.9,8.62,14.1,3.45,1.03,0.34,0.00,0.69,0.69,2.07,2.41,0.34,Matches
369,Brian Brobbey\4c184730,nl NED,FW,RB Leipzig,de Bundesliga,20-093,2002,1.5,2.00,1.33,0.00,2.00,0.00,1.33,1.33,100.0,0.00,14.7,5.33,36.4,0.67,5.33,8.67,0.67,0.00,0.00,0.67,0.00,2.00,0.00,0.00,Matches
370,Armando Broja\97220da2,al ALB,FW,Southampton,eng Premier League,20-237,2001,20.0,0.65,0.50,0.20,0.25,0.20,0.05,0.65,7.7,0.60,16.8,4.95,29.5,1.80,5.50,9.50,0.95,0.05,0.00,0.90,0.60,1.25,0.40,0.00,Matches
371,Dylan Bronn\edd81e2a,tn TUN,DF,Metz,fr Ligue 1,26-320,1995,26.0,1.65,1.15,1.15,0.38,0.12,0.62,1.08,57.1,0.46,10.3,3.92,38.2,6.04,3.88,0.35,2.04,0.77,0.04,1.27,2.15,3.81,3.15,0.04,Matches
372,John Brooks\e27da244,us USA,DF,Wolfsburg,de Bundesliga,29-097,1993,27.1,1.66,0.89,1.00,0.63,0.04,1.07,2.07,51.8,1.00,8.49,3.21,37.8,5.02,3.03,0.44,1.70,0.63,0.00,1.07,2.10,3.76,5.09,0.07,Matches
373,Daniel Brosinski\a7813ac4,de GER,DF,Mainz 05,de Bundesliga,33-292,1988,3.6,1.11,0.83,0.56,0.28,0.28,0.56,0.56,100.0,0.00,9.44,1.39,14.7,5.56,2.50,1.39,2.50,0.00,0.00,2.50,1.67,2.78,1.67,0.00,Matches
374,Josh Brownhill\47369df8,eng ENG,MF,Burnley,eng Premier League,26-137,1995,29.0,2.21,1.28,0.69,1.31,0.21,0.41,1.41,29.3,1.00,16.3,5.17,31.8,5.03,8.34,2.90,1.59,0.55,0.00,1.03,2.62,4.83,1.55,0.00,Matches
375,Marcelo Brozović\33b8d077,hr CRO,MF,Inter,it Serie A,29-170,1992,29.6,2.33,1.49,1.18,0.81,0.34,0.81,2.30,35.3,1.49,17.6,5.27,29.9,6.96,8.38,2.26,1.28,0.34,0.00,0.95,1.76,4.09,0.91,0.00,Matches
376,Cédric Brunner\f0a37d36,ch SUI,DF,Arminia,de Bundesliga,28-077,1994,24.1,2.45,1.29,1.37,0.91,0.17,0.71,1.66,42.5,0.95,12.5,3.32,26.5,5.93,5.19,1.41,1.87,0.46,0.00,1.41,2.57,5.02,3.40,0.04,Matches
377,Lewis Brunt\a2081c6b,eng ENG,MF,Leicester City,eng Premier League,21-180,2000,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,16.7,0.00,0.0,0.00,10.0,6.67,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,Matches
378,Jacob Bruun Larsen\4e204552,dk DEN,FWMF,Hoffenheim,de Bundesliga,23-228,1998,8.2,0.24,0.00,0.12,0.00,0.12,0.00,0.61,0.0,0.61,14.8,3.17,21.5,2.93,5.12,6.71,2.32,0.49,0.00,1.83,0.73,0.98,0.61,0.12,Matches
379,Bryan\7b5ab7f2,es ESP,MFFW,Valencia,es La Liga,21-083,2001,7.0,1.43,0.71,0.57,0.57,0.29,0.14,2.14,6.7,2.00,22.7,5.71,25.2,6.29,8.71,7.71,1.71,0.00,0.00,1.71,0.86,2.29,0.29,0.00,Matches
380,Bryan\7b5ab7f2,es ESP,FWMF,Tottenham,eng Premier League,21-083,2001,1.0,4.00,3.00,2.00,0.00,2.00,3.00,6.00,50.0,3.00,38.0,12.0,31.6,10.0,6.00,22.0,2.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,Matches
381,Ante Budimir\8f3565b3,hr CRO,FW,Osasuna,es La Liga,30-287,1991,16.1,1.18,0.62,0.12,0.68,0.37,0.25,0.87,28.6,0.62,21.0,5.78,27.5,1.24,8.88,10.9,1.43,0.37,0.00,1.06,0.37,1.55,0.75,0.00,Matches
382,Emi Buendía\66b76d44,ar ARG,FWMF,Aston Villa,eng Premier League,25-131,1996,17.8,2.58,1.63,1.24,0.90,0.45,0.84,2.08,40.5,1.24,21.2,5.45,25.7,5.28,9.66,6.24,1.18,0.28,0.00,0.90,0.84,3.43,0.28,0.00,Matches
383,Osman Bukari\eab85789,gh GHA,FWMF,Nantes,fr Ligue 1,23-143,1998,10.1,1.78,0.99,0.69,0.69,0.40,0.89,2.08,42.9,1.19,17.5,3.86,22.0,4.46,6.24,6.83,0.69,0.00,0.00,0.69,1.88,3.66,0.20,0.00,Matches
384,Aleksander Buksa\59f2d958,pl POL,FW,Genoa,it Serie A,19-110,2003,0.7,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.0,1.43,25.7,2.86,11.1,4.29,12.9,8.57,0.00,0.00,0.00,0.00,0.00,0.00,1.43,0.00,Matches
385,Alessandro Buongiorno\4ae67f27,it ITA,DF,Torino,it Serie A,22-333,1999,12.6,1.75,1.03,0.71,0.79,0.24,0.79,1.27,62.5,0.48,12.8,4.60,36.0,5.63,5.87,1.27,1.19,0.48,0.00,0.71,2.78,4.52,3.57,0.00,Matches
386,Sascha Burchert\25bdea4b,de GER,GK,Greuther Fürth,de Bundesliga,32-187,1989,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.23,0.00,0.0,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,Matches
387,Delano Burgzorg\05e2d5ea,nl NED,FW,Mainz 05,de Bundesliga,23-179,1998,0.3,3.33,3.33,3.33,0.00,0.00,0.00,0.00,,0.00,43.3,10.0,23.1,3.33,13.3,26.7,3.33,0.00,0.00,3.33,0.00,3.33,0.00,0.00,Matches
388,Jonathan Burkardt\05f99a4a,de GER,FWMF,Mainz 05,de Bundesliga,21-298,2000,27.2,0.55,0.37,0.04,0.29,0.22,0.04,0.63,5.9,0.59,15.8,4.85,30.6,1.73,6.25,7.87,1.18,0.29,0.00,0.88,0.59,1.14,0.55,0.00,Matches
389,Dan Burn\b2d31e83,eng ENG,DF,Brighton,eng Premier League,29-361,1992,11.4,2.11,1.32,1.05,0.70,0.35,0.53,1.58,33.3,1.05,12.4,4.04,32.6,5.35,5.61,1.40,2.46,0.96,0.00,1.49,2.81,4.91,4.56,0.18,Matches
390,Dan Burn\b2d31e83,eng ENG,DF,Newcastle Utd,eng Premier League,29-361,1992,13.0,1.62,0.69,1.15,0.38,0.08,0.46,0.77,60.0,0.31,9.23,3.54,38.3,5.62,3.31,0.31,2.15,1.08,0.00,1.08,1.92,3.54,6.77,0.00,Matches
391,Maxime Busi\7b082ec2,be BEL,DF,Reims,fr Ligue 1,22-203,1999,12.5,1.60,0.96,1.12,0.40,0.08,1.04,2.88,36.1,1.84,18.2,5.60,30.7,9.28,6.00,2.96,2.40,0.48,0.08,1.92,1.84,3.44,2.08,0.00,Matches
392,Gianluca Busio\4a0b7f07,us USA,MF,Venezia,it Serie A,19-342,2002,21.4,2.76,1.78,1.40,1.03,0.33,1.26,2.90,43.5,1.64,23.7,6.40,27.0,9.39,10.6,3.74,2.85,0.79,0.00,2.06,1.64,4.39,1.68,0.00,Matches
393,Oriol Busquets\49712367,es ESP,MF,Clermont Foot,fr Ligue 1,23-105,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.0,2.00,20.0,5.00,25.0,7.00,11.0,2.00,4.00,2.00,0.00,2.00,0.00,0.00,1.00,0.00,Matches
394,Sergio Busquets\5ab0ea87,es ESP,MF,Barcelona,es La Liga,33-293,1988,32.5,2.71,2.03,0.95,1.42,0.34,1.35,2.46,55.0,1.11,17.9,6.12,34.3,5.29,9.63,2.95,1.66,0.22,0.00,1.45,1.48,4.18,1.45,0.00,Matches
395,Jack Butland\cc70a1d5,eng ENG,GK,Crystal Palace,eng Premier League,29-056,1993,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
396,Adrián Butzke\505dce2b,es ESP,FW,Granada,es La Liga,23-036,1999,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
397,Marcin Bułka\db87a2c4,pl POL,GK,Nice,fr Ligue 1,22-213,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
398,Jamie Bynoe-Gittens\10745192,eng ENG,FW,Dortmund,de Bundesliga,17-270,2004,1.0,3.00,2.00,0.00,2.00,1.00,0.00,0.00,,0.00,29.0,8.00,27.6,9.00,11.0,9.00,4.00,1.00,0.00,3.00,1.00,4.00,0.00,0.00,Matches
399,Sam Byram\1bf811d4,eng ENG,DF,Norwich City,eng Premier League,28-231,1993,8.0,2.50,1.25,1.75,0.63,0.13,1.00,2.13,47.1,1.13,13.1,3.25,24.8,6.38,5.38,1.38,3.50,1.13,0.00,2.38,3.25,5.75,4.50,0.00,Matches
400,Erick Cabaco\e7ab4179,uy URU,DF,Getafe,es La Liga,27-016,1995,4.5,0.44,0.22,0.22,0.22,0.00,0.44,1.11,40.0,0.67,8.00,2.22,27.8,3.78,3.78,0.44,1.78,0.67,0.00,1.11,1.56,2.00,4.44,0.00,Matches
401,Willy Caballero\a179d516,ar ARG,GK,Southampton,eng Premier League,40-219,1981,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,Matches
402,Rémy Cabella\148e136f,fr FRA,MFFW,Montpellier,fr Ligue 1,32-058,1990,3.5,3.71,2.00,1.71,1.43,0.57,1.71,5.14,33.3,3.43,30.6,8.86,29.0,9.43,14.0,7.14,0.86,0.00,0.00,0.86,1.43,5.14,0.57,0.29,Matches
403,Jimmy Cabot\46359159,fr FRA,DF,Angers,fr Ligue 1,28-017,1994,22.3,4.13,2.20,2.74,1.08,0.31,1.97,3.95,50.0,1.97,19.3,6.82,35.3,10.0,6.55,2.74,1.52,0.04,0.00,1.48,2.56,6.68,1.30,0.00,Matches
404,Jovane Cabral\e34e086c,cv CPV,FW,Lazio,it Serie A,23-325,1998,0.7,2.86,1.43,0.00,2.86,0.00,0.00,0.00,,0.00,18.6,4.29,23.1,1.43,11.4,5.71,1.43,1.43,0.00,0.00,0.00,2.86,0.00,0.00,Matches
405,Leandro Cabrera\69cbc8b6,uy URU,DF,Espanyol,es La Liga,30-322,1991,33.0,1.15,0.76,0.85,0.27,0.03,0.58,1.12,51.4,0.55,7.15,2.18,30.5,4.67,1.97,0.52,1.21,0.67,0.03,0.55,1.82,2.97,6.52,0.09,Matches
406,Liberato Cacace\dd86e8e4,nz NZL,DF,Empoli,it Serie A,21-220,2000,4.2,3.10,1.19,1.67,0.95,0.48,1.19,1.90,62.5,0.71,17.6,5.71,32.4,7.62,6.90,3.10,0.71,0.24,0.00,0.48,2.86,5.95,1.43,0.00,Matches
407,Martín Cáceres\e94d79e3,uy URU,DF,Cagliari,it Serie A,35-028,1987,9.2,1.96,1.30,0.76,0.65,0.54,0.54,1.30,41.7,0.76,9.24,2.72,29.4,4.78,3.26,1.20,2.28,0.54,0.00,1.74,2.39,4.35,1.96,0.00,Matches
408,Martín Cáceres\e94d79e3,uy URU,DF,Levante,es La Liga,35-028,1987,6.9,0.43,0.14,0.43,0.00,0.00,0.29,1.16,25.0,0.87,7.68,2.03,26.4,4.64,2.46,0.58,1.01,0.43,0.00,0.58,1.45,1.88,2.46,0.14,Matches
409,Anthony Caci\0118c54c,fr FRA,DF,Strasbourg,fr Ligue 1,24-308,1997,24.4,2.79,1.97,1.60,0.90,0.29,1.19,2.21,53.7,1.02,12.7,4.43,34.8,4.92,4.67,3.11,1.19,0.16,0.00,1.02,2.17,4.96,1.68,0.00,Matches
410,Mathieu Cafaro\2a657da0,fr FRA,FWMF,Reims,fr Ligue 1,25-041,1997,2.1,1.90,0.48,0.95,0.00,0.95,0.48,2.38,20.0,1.90,23.3,4.29,18.4,7.14,11.4,4.76,0.95,0.00,0.00,0.95,0.95,2.86,0.48,0.00,Matches
411,Yannick Cahuzac\677ee102,fr FRA,MF,Lens,fr Ligue 1,37-107,1985,6.8,0.44,0.29,0.00,0.44,0.00,0.00,1.47,0.0,1.47,13.5,3.82,28.3,4.71,6.18,2.65,1.03,0.44,0.00,0.59,1.47,1.91,1.32,0.00,Matches
412,Felipe Caicedo\93b891d1,ec ECU,FW,Genoa,it Serie A,33-242,1988,3.2,0.94,0.63,0.00,0.63,0.31,0.31,0.31,100.0,0.00,13.8,5.00,36.4,0.63,5.94,7.19,0.94,0.31,0.00,0.63,0.00,0.94,0.94,0.00,Matches
413,Felipe Caicedo\93b891d1,ec ECU,FW,Inter,it Serie A,33-242,1988,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,30.0,10.0,33.3,0.00,0.00,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
414,Moisés Caicedo\16264a81,ec ECU,MF,Brighton,eng Premier League,20-184,2001,4.7,3.19,1.91,1.91,0.85,0.43,1.28,2.55,50.0,1.28,19.4,6.17,31.9,4.89,10.4,4.04,1.91,0.64,0.00,1.28,1.49,4.68,1.28,0.00,Matches
415,Marc-Aurèle Caillard\5ee6e943,fr FRA,GK,Metz,fr Ligue 1,27-358,1994,14.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.07,0.00,0.0,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,Matches
416,Jens Cajuste\928a4a61,se SWE,MF,Reims,fr Ligue 1,22-268,1999,3.9,2.31,1.79,1.54,0.77,0.00,1.28,4.36,29.4,3.08,23.6,5.64,23.9,9.74,8.46,5.38,2.31,0.26,0.00,2.05,1.28,3.59,1.03,0.00,Matches
417,Cala\fe05804b,es ESP,DF,Cádiz,es La Liga,32-160,1989,10.3,1.46,0.78,1.17,0.29,0.00,0.78,1.36,57.1,0.58,8.45,2.52,29.9,6.02,2.04,0.39,1.65,0.78,0.00,0.87,2.23,3.69,5.34,0.10,Matches
418,Davide Calabria\2146785a,it ITA,DF,Milan,it Serie A,25-150,1996,20.7,3.14,1.93,1.50,1.16,0.48,1.45,3.00,48.4,1.55,16.8,5.46,32.6,6.52,7.05,3.19,1.98,0.24,0.00,1.74,1.88,5.02,1.45,0.00,Matches
419,Riccardo Calafiori\aded8e6f,it ITA,DF,Roma,it Serie A,19-351,2002,1.9,1.58,1.05,0.53,0.53,0.53,1.05,3.16,33.3,2.11,18.4,5.79,31.4,6.32,8.95,3.16,2.11,0.00,0.00,2.11,2.63,4.21,0.53,0.00,Matches
420,Riccardo Calafiori\aded8e6f,it ITA,DF,Genoa,it Serie A,19-351,2002,0.9,1.11,0.00,0.00,0.00,1.11,1.11,3.33,33.3,2.22,15.6,3.33,21.4,4.44,7.78,3.33,5.56,2.22,0.00,3.33,1.11,2.22,4.44,0.00,Matches
421,Mattia Caldara\ac7e640b,it ITA,DF,Venezia,it Serie A,28-000,1994,26.0,2.15,1.27,1.58,0.46,0.12,0.73,1.50,48.7,0.77,11.6,4.12,35.4,7.85,2.92,0.85,2.38,1.15,0.00,1.23,3.00,5.15,4.85,0.04,Matches
422,Calderón\da4e70e5,es ESP,DF,Betis,es La Liga,22-118,2000,0.7,1.43,1.43,1.43,0.00,0.00,0.00,2.86,0.0,2.86,2.86,0.00,0.0,1.43,0.00,1.43,2.86,0.00,0.00,2.86,1.43,2.86,1.43,0.00,Matches
423,Fernando Calero\41b3069f,es ESP,DF,Espanyol,es La Liga,26-233,1995,10.3,1.75,1.07,1.17,0.58,0.00,0.49,1.07,45.5,0.58,11.4,4.17,36.8,7.38,3.69,0.29,0.68,0.19,0.00,0.49,2.04,3.79,4.76,0.00,Matches
424,Duje Ćaleta-Car\94f8d10c,hr CRO,DF,Marseille,fr Ligue 1,25-230,1996,20.6,0.97,0.58,0.53,0.44,0.00,0.44,0.63,69.2,0.19,4.47,1.65,37.0,2.23,2.09,0.15,0.87,0.24,0.00,0.63,1.55,2.52,2.82,0.00,Matches
425,Hakan Çalhanoğlu\cd0fa27b,tr TUR,MF,Inter,it Serie A,28-086,1994,24.8,1.61,1.01,0.56,0.81,0.24,0.44,1.41,31.4,0.97,14.5,5.16,35.6,3.59,6.98,3.95,1.45,0.24,0.00,1.21,1.17,2.78,0.28,0.00,Matches
426,Daniel Caligiuri\d1273f09,it ITA,DFMF,Augsburg,de Bundesliga,34-110,1988,20.4,2.50,1.18,1.03,1.13,0.34,0.88,3.19,27.7,2.30,20.7,4.90,23.7,5.49,10.5,4.66,2.30,0.25,0.00,2.06,1.23,3.73,1.03,0.00,Matches
427,José Callejón\78841da9,es ESP,FW,Fiorentina,it Serie A,35-083,1987,14.1,1.42,1.06,0.43,0.64,0.35,0.50,1.84,26.9,1.35,11.6,3.62,31.1,1.84,5.53,4.26,0.64,0.07,0.00,0.57,0.85,2.27,0.21,0.00,Matches
428,Lucas Calodat\7a72e960,fr FRA,DF,Saint-Étienne,fr Ligue 1,20-088,2002,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
429,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,eng Premier League,25-050,1997,11.1,0.99,0.72,0.18,0.27,0.54,0.09,0.45,20.0,0.36,13.8,3.06,22.2,0.81,6.31,6.67,0.63,0.18,0.00,0.45,0.45,1.44,0.90,0.00,Matches
430,Mahdi Camara\8577e60a,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23-309,1998,31.1,3.12,1.74,1.25,1.51,0.35,0.90,2.06,43.8,1.16,20.5,6.75,33.0,6.37,10.5,3.63,1.58,0.32,0.00,1.25,2.15,5.27,1.29,0.03,Matches
431,Mamadou Camara\316e70c7,fr FRA,FW,Troyes,fr Ligue 1,21-087,2001,0.4,2.50,0.00,2.50,0.00,0.00,0.00,2.50,0.0,2.50,25.0,0.00,0.0,7.50,5.00,12.5,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,Matches
432,Víctor Camarasa\b2d03887,es ESP,MFFW,Betis,es La Liga,27-342,1994,1.2,0.83,0.83,0.83,0.00,0.00,0.00,0.83,0.0,0.83,15.8,3.33,21.1,5.00,7.50,3.33,2.50,0.83,0.00,1.67,2.50,3.33,1.67,0.00,Matches
433,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Rennes,fr Ligue 1,19-176,2002,1.6,3.13,1.88,1.25,0.63,1.25,1.88,3.13,60.0,1.25,26.9,6.88,25.6,9.38,12.5,5.00,0.63,0.63,0.00,0.00,0.63,3.75,1.25,0.00,Matches
434,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Real Madrid,es La Liga,19-176,2002,10.7,3.46,2.06,1.12,1.68,0.65,1.21,2.52,48.1,1.31,26.4,6.92,26.2,8.32,13.0,5.05,2.06,0.19,0.00,1.87,1.03,4.49,1.40,0.00,Matches
435,Andrea Cambiaso\247ed022,it ITA,DF,Genoa,it Serie A,22-074,2000,19.5,2.26,1.44,1.33,0.62,0.31,0.87,1.85,47.2,0.97,16.9,4.41,26.1,7.64,5.95,3.33,2.72,0.41,0.00,2.31,1.79,4.05,1.28,0.05,Matches
436,José Campaña\61220da2,es ESP,MF,Levante,es La Liga,28-339,1993,13.5,1.93,0.96,0.81,1.04,0.07,0.89,2.59,34.3,1.70,17.9,5.04,28.1,5.19,9.33,3.41,0.96,0.15,0.00,0.81,1.93,3.85,0.44,0.00,Matches
437,Chem Campbell\6f711f67,wls WAL,MF,Wolves,eng Premier League,19-126,2002,0.1,10.0,10.0,0.00,10.0,0.00,0.00,0.00,,0.00,10.0,10.0,100.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,Matches
438,Emre Can\a65ce836,de GER,DFMF,Dortmund,de Bundesliga,28-113,1994,17.3,2.54,1.91,1.16,1.21,0.17,0.75,1.85,40.6,1.10,13.8,4.86,35.3,6.01,6.36,1.39,2.14,0.64,0.00,1.50,2.25,4.80,2.08,0.06,Matches
439,Sergio Canales\a6de370d,es ESP,FWMF,Betis,es La Liga,31-078,1991,27.1,1.03,0.89,0.37,0.44,0.22,0.33,0.96,34.6,0.63,10.5,3.14,29.8,2.40,5.02,3.10,0.74,0.04,0.00,0.70,0.55,1.59,0.44,0.00,Matches
440,Matteo Cancellieri\b6a1cdf9,it ITA,MFDF,Hellas Verona,it Serie A,20-082,2002,2.3,1.74,1.30,1.30,0.43,0.00,0.43,1.74,25.0,1.30,19.1,6.96,36.4,6.09,7.39,5.65,1.30,0.00,0.00,1.30,1.30,3.04,0.00,0.00,Matches
441,João Cancelo\bd6351cd,pt POR,DF,Manchester City,eng Premier League,27-343,1994,31.9,2.60,1.60,0.88,1.07,0.66,1.03,2.35,44.0,1.32,9.59,3.29,34.3,2.88,3.95,2.76,1.32,0.13,0.03,1.19,2.23,4.83,1.63,0.00,Matches
442,Fali Candé\3cc4bb19,gw GNB,DF,Metz,fr Ligue 1,24-101,1998,8.8,3.41,2.27,1.59,1.59,0.23,1.25,3.07,40.7,1.82,16.4,6.14,37.5,7.73,6.25,2.39,2.05,0.23,0.00,1.82,1.70,5.11,1.93,0.00,Matches
443,Antonio Candreva\356c9002,it ITA,MFFW,Sampdoria,it Serie A,35-066,1987,32.1,0.84,0.50,0.37,0.28,0.19,0.37,1.53,24.5,1.15,11.4,3.18,27.8,3.05,5.05,3.33,1.28,0.03,0.00,1.25,1.59,2.43,0.31,0.00,Matches
444,Sergi Canós\1137759d,es ESP,DF,Brentford,eng Premier League,25-092,1997,23.0,2.48,0.96,1.22,0.83,0.43,1.00,2.61,38.3,1.61,19.9,4.87,24.5,8.48,7.61,3.78,1.70,0.13,0.00,1.57,1.43,3.91,1.65,0.00,Matches
445,Álex Cantero\4aa253fd,es ESP,FWMF,Levante,es La Liga,21-331,2000,4.7,1.06,0.85,0.64,0.00,0.43,0.64,1.49,42.9,0.85,24.3,6.17,25.4,3.40,10.9,10.0,0.43,0.00,0.00,0.43,0.00,1.06,0.21,0.00,Matches
446,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,eng Premier League,24-067,1998,4.9,3.06,2.24,1.63,1.22,0.20,0.82,2.86,28.6,2.04,21.6,5.10,23.6,7.96,9.39,4.29,0.41,0.00,0.00,0.41,0.82,3.88,0.61,0.00,Matches
447,Pierrick Capelle\79b2399c,fr FRA,MFDF,Angers,fr Ligue 1,35-020,1987,12.6,2.62,1.98,1.27,1.11,0.24,1.03,2.94,35.1,1.90,22.2,5.40,24.3,7.46,10.8,3.97,1.43,0.08,0.00,1.35,2.46,5.08,1.35,0.00,Matches
448,Leonardo Capezzi\07ea0ef2,it ITA,MF,Salernitana,it Serie A,27-038,1995,1.9,2.11,1.05,0.00,1.58,0.53,0.53,3.16,16.7,2.63,39.5,8.42,21.3,15.8,18.9,4.74,4.74,2.11,0.00,2.63,0.53,2.63,1.58,0.00,Matches
449,Étienne Capoue\5acc4a10,fr FRA,MF,Villarreal,es La Liga,33-298,1988,21.6,1.99,1.30,0.88,1.02,0.09,0.46,1.11,41.7,0.65,13.0,4.49,34.6,4.21,7.27,1.48,0.97,0.23,0.00,0.74,1.57,3.56,2.36,0.00,Matches
450,Gianluca Caprari\54e53b7e,it ITA,FWMF,Hellas Verona,it Serie A,28-279,1993,27.5,1.53,1.05,0.47,0.80,0.25,0.33,1.20,27.3,0.87,14.4,4.58,31.9,3.16,6.15,5.05,1.38,0.00,0.00,1.38,0.58,2.11,0.18,0.00,Matches
451,Francesco Caputo\5bd72174,it ITA,FW,Sampdoria,it Serie A,34-272,1987,29.0,0.17,0.14,0.00,0.03,0.14,0.00,0.17,0.0,0.17,8.83,2.52,28.5,0.66,3.52,4.66,0.14,0.00,0.00,0.14,0.14,0.31,0.34,0.00,Matches
